evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
86 km al N de Tocopilla,-21.323 ,-70.312,2023-02-10,19:24:07,2023-02-10,22:24:07,34,km,2.9,Ml
23 km al S de Illapel,-31.835 ,-71.231,2023-02-10,16:14:44,2023-02-10,19:14:44,69,km,2.6,Ml
14 km al SO de Ovalle,-30.680 ,-71.321,2023-02-10,15:41:52,2023-02-10,18:41:52,56,km,3.8,Ml
56 km al O de La Ligua,-32.513 ,-71.826,2023-02-10,13:10:43,2023-02-10,16:10:43,31,km,2.9,Ml
37 km al O de Taltal,-25.307 ,-70.837,2023-02-10,09:02:29,2023-02-10,12:02:29,19,km,3.0,Ml
34 km al NE de CamiÃ±a,-19.059 ,-69.253,2023-02-10,08:08:25,2023-02-10,11:08:25,111,km,4.1,Ml
28 km al N de Pica,-20.237 ,-69.312,2023-02-10,07:45:11,2023-02-10,10:45:11,114,km,4.1,Ml
55 km al SE de Socaire,-23.802 ,-67.403,2023-02-10,06:24:43,2023-02-10,09:24:43,264,km,3.4,Ml
69 km al E de Alto del Carmen,-28.925 ,-69.807,2023-02-10,05:56:06,2023-02-10,08:56:06,130,km,2.8,Ml
32 km al S de Mina Collahuasi,-21.115 ,-68.631,2023-02-10,04:12:41,2023-02-10,07:12:41,115,km,3.1,Ml
38 km al SO de OllagÃ¼e,-21.494 ,-68.487,2023-02-10,04:08:58,2023-02-10,07:08:58,131,km,3.0,Ml
41 km al SO de Mina Collahuasi,-21.031 ,-68.985,2023-02-10,03:17:48,2023-02-10,06:17:48,107,km,3.0,Ml
73 km al NE de Taltal,-25.066 ,-69.865,2023-02-10,02:17:06,2023-02-10,05:17:06,66,km,2.9,Ml
28 km al S de Lebu,-37.861 ,-73.634,2023-02-10,01:13:03,2023-02-10,04:13:03,42,km,3.2,Ml
62 km al S de Putre,-18.753 ,-69.618,2023-02-10,00:35:00,2023-02-10,03:35:00,116,km,3.5,Ml
47 km al N de Pica,-20.068 ,-69.336,2023-02-10,00:10:01,2023-02-10,03:10:01,115,km,3.1,Ml
62 km al NO de Mina La Escondida.,-23.890 ,-69.507,2023-02-09,22:54:13,2023-02-10,01:54:13,78,km,2.5,Ml
78 km al SO de Caldera,-27.704 ,-71.159,2023-02-09,22:49:40,2023-02-10,01:49:40,26,km,2.9,Ml
21 km al NO de Mendoza,-32.743 ,-68.985,2023-02-09,21:09:33,2023-02-10,00:09:33,181,km,3.3,Ml
