evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
76 km al NE de Calama,-21.920 ,-68.491,2023-02-28,17:10:35,2023-02-28,20:10:35,138,km,3.7,Ml
65 km al SO de OllagÃ¼e,-21.758 ,-68.506,2023-02-28,14:09:21,2023-02-28,17:09:21,134,km,3.0,Ml
29 km al N de CamiÃ±a,-19.060 ,-69.347,2023-02-28,11:06:47,2023-02-28,14:06:47,106,km,3.6,Ml
78 km al O de Cuya,-19.055 ,-70.914,2023-02-28,10:27:38,2023-02-28,13:27:38,34,km,2.9,Ml
84 km al O de Cuya,-19.077 ,-70.974,2023-02-28,10:19:44,2023-02-28,13:19:44,22,km,3.7,Ml
32 km al E de CuricÃ³,-34.897 ,-70.900,2023-02-28,09:29:15,2023-02-28,12:29:15,99,km,3.9,Ml
41 km al SO de Los Vilos,-32.214 ,-71.766,2023-02-28,09:20:32,2023-02-28,12:20:32,30,km,3.1,Ml
82 km al O de Cuya,-19.038 ,-70.949,2023-02-28,08:17:59,2023-02-28,11:17:59,38,km,2.8,Ml
22 km al S de La Serena,-30.099 ,-71.277,2023-02-28,06:05:30,2023-02-28,09:05:30,51,km,4.1,Ml
55 km al SE de Socaire,-23.929 ,-67.492,2023-02-28,05:35:59,2023-02-28,08:35:59,261,km,4.2,Ml
55 km al SO de OllagÃ¼e,-21.634 ,-68.550,2023-02-28,01:54:39,2023-02-28,04:54:39,128,km,3.9,Ml
105 km al SO de Alto Hospicio,-20.898 ,-70.853,2023-02-27,22:48:27,2023-02-28,01:48:27,23,km,3.9,Ml
105 km al SO de Alto Hospicio,-20.923 ,-70.827,2023-02-27,22:45:24,2023-02-28,01:45:24,26,km,3.5,Ml
60 km al NE de Calama,-21.982 ,-68.689,2023-02-27,21:46:33,2023-02-28,00:46:33,105,km,2.8,Ml
