evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
72 km al NE de Calama,-21.889 ,-68.616,2023-02-05,20:51:31,2023-02-05,23:51:31,106,km,2.8,Ml
13 km al N de Huasco,-28.349 ,-71.248,2023-02-05,19:58:46,2023-02-05,22:58:46,38,km,2.9,Ml
39 km al NE de Calama,-22.162 ,-68.754,2023-02-05,18:39:33,2023-02-05,21:39:33,125,km,3.3,Ml
159 km al O de TirÃºa,-38.275 ,-75.316,2023-02-05,17:57:11,2023-02-05,20:57:11,33,km,3.4,Ml
87 km al NE de Paihuano,-29.486 ,-69.874,2023-02-05,17:04:38,2023-02-05,20:04:38,122,km,2.7,Ml
93 km al NE de Socaire,-23.086 ,-67.163,2023-02-05,15:28:03,2023-02-05,18:28:03,243,km,3.3,Ml
48 km al SO de Mina Collahuasi,-21.226 ,-68.839,2023-02-05,12:55:43,2023-02-05,15:55:43,110,km,3.1,Ml
58 km al SO de OllagÃ¼e,-21.584 ,-68.658,2023-02-05,08:49:15,2023-02-05,11:49:15,127,km,2.7,Ml
13 km al SO de Santiago,-33.503 ,-70.769,2023-02-05,08:36:21,2023-02-05,11:36:21,90,km,3.2,Ml
80 km al E de Tierra Amarilla,-27.610 ,-69.467,2023-02-05,08:25:04,2023-02-05,11:25:04,107,km,3.1,Ml
6 km al NO de Futrono,-40.089 ,-72.440,2023-02-05,08:23:06,2023-02-05,11:23:06,5,km,3.2,Ml
16 km al SO de La Higuera,-29.640 ,-71.269,2023-02-05,08:17:28,2023-02-05,11:17:28,69,km,2.6,Ml
54 km al SO de Mina Collahuasi,-21.237 ,-68.930,2023-02-05,07:50:04,2023-02-05,10:50:04,107,km,3.1,Ml
85 km al SE de Socaire,-24.235 ,-67.438,2023-02-05,07:31:33,2023-02-05,10:31:33,198,km,4.6,Ml
38 km al SO de San Pedro de Atacama,-23.180 ,-68.435,2023-02-05,07:04:55,2023-02-05,10:04:55,118,km,3.4,Ml
48 km al N de Huasco,-28.049 ,-71.366,2023-02-05,06:58:23,2023-02-05,09:58:23,38,km,3.2,Ml
17 km al NO de Taltal,-25.343 ,-70.636,2023-02-05,05:09:59,2023-02-05,08:09:59,29,km,3.2,Ml
35 km al N de ValparaÃ­so,-32.739 ,-71.678,2023-02-05,04:08:46,2023-02-05,07:08:46,38,km,4.0,Ml
36 km al E de Rancagua,-34.050 ,-70.370,2023-02-05,01:22:59,2023-02-05,04:22:59,12,km,2.6,Ml
19 km al SO de La Higuera,-29.672 ,-71.268,2023-02-04,22:02:45,2023-02-05,01:02:45,77,km,5.5,Mww
