evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
34 km al O de OllagÃ¼e,-21.278 ,-68.575,2023-02-01,20:50:22,2023-02-01,23:50:22,112,km,2.5,Ml
65 km al E de Quillagua,-21.826 ,-68.935,2023-02-01,20:34:00,2023-02-01,23:34:00,102,km,3.0,Ml
60 km al S de Socaire,-24.127 ,-67.908,2023-02-01,20:11:00,2023-02-01,23:11:00,249,km,3.6,Ml
36 km al N de Pica,-20.176 ,-69.261,2023-02-01,19:16:56,2023-02-01,22:16:56,109,km,3.2,Ml
34 km al O de Visviri,-17.656 ,-69.797,2023-02-01,18:04:02,2023-02-01,21:04:02,146,km,3.0,Ml
42 km al SO de OllagÃ¼e,-21.535 ,-68.493,2023-02-01,17:14:35,2023-02-01,20:14:35,128,km,3.8,Ml
82 km al SE de Socaire,-23.968 ,-67.204,2023-02-01,16:25:36,2023-02-01,19:25:36,220,km,3.6,Ml
70 km al O de Tongoy,-30.310 ,-72.219,2023-02-01,14:29:24,2023-02-01,17:29:24,32,km,2.8,Ml
48 km al SO de OllagÃ¼e,-21.612 ,-68.448,2023-02-01,13:26:24,2023-02-01,16:26:24,114,km,2.5,Ml
47 km al S de Mina Collahuasi,-21.234 ,-68.773,2023-02-01,12:50:00,2023-02-01,15:50:00,115,km,2.6,Ml
17 km al E de Calama,-22.532 ,-68.777,2023-02-01,12:25:49,2023-02-01,15:25:49,139,km,2.5,Ml
37 km al NO de ConcepciÃ³n,-36.608 ,-73.369,2023-02-01,12:24:58,2023-02-01,15:24:58,25,km,2.6,Ml
8 km al N de La Serena,-29.830 ,-71.263,2023-02-01,11:23:55,2023-02-01,14:23:55,64,km,2.5,Ml
73 km al SO de OllagÃ¼e,-21.821 ,-68.544,2023-02-01,08:55:08,2023-02-01,11:55:08,138,km,3.0,Ml
8 km al O de Ovalle,-30.617 ,-71.283,2023-02-01,08:30:08,2023-02-01,11:30:08,54,km,2.8,Ml
62 km al SO de Tongoy,-30.603 ,-72.003,2023-02-01,08:11:51,2023-02-01,11:11:51,19,km,3.2,Ml
117 km al NO de ConstituciÃ³n,-34.688 ,-73.433,2023-02-01,06:16:37,2023-02-01,09:16:37,32,km,2.5,Ml
48 km al S de Pica,-20.892 ,-69.174,2023-02-01,04:29:08,2023-02-01,07:29:08,108,km,2.9,Ml
45 km al O de Lebu,-37.496 ,-74.146,2023-02-01,02:10:04,2023-02-01,05:10:04,30,km,3.1,Ml
129 km al O de BahÃ­a Mansa,-40.208 ,-75.177,2023-02-01,02:02:27,2023-02-01,05:02:27,18,km,2.8,Ml
45 km al SE de Socaire,-23.966 ,-67.726,2023-02-01,00:56:52,2023-02-01,03:56:52,250,km,3.4,Ml
77 km al S de Socaire,-24.242 ,-68.142,2023-02-01,00:05:54,2023-02-01,03:05:54,260,km,3.5,Ml
38 km al N de La Higuera,-29.184 ,-71.317,2023-01-31,23:48:01,2023-02-01,02:48:01,64,km,2.5,Ml
40 km al SO de Huasco,-28.747 ,-71.482,2023-01-31,23:05:29,2023-02-01,02:05:29,27,km,3.3,Ml
44 km al SE de Socaire,-23.827 ,-67.546,2023-01-31,22:42:09,2023-02-01,01:42:09,245,km,2.7,Ml
90 km al E de Tierra Amarilla,-27.579 ,-69.355,2023-01-31,22:20:57,2023-02-01,01:20:57,109,km,2.5,Ml
20 km al O de Putre,-18.255 ,-69.742,2023-01-31,21:55:18,2023-02-01,00:55:18,133,km,2.8,Ml
32 km al NO de Mina La Escondida.,-24.084 ,-69.302,2023-01-31,21:50:41,2023-02-01,00:50:41,88,km,3.0,Ml
