evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
48 km al NE de Calama,-22.138 ,-68.629,2022-10-12,20:46:55,2022-10-12,23:46:55,129,km,2.8,Ml
41 km al SO de Putre,-18.477 ,-69.807,2022-10-12,19:19:58,2022-10-12,22:19:58,96,km,2.8,Ml
62 km al SE de Socaire,-24.102 ,-67.657,2022-10-12,18:16:15,2022-10-12,21:16:15,277,km,2.9,Ml
74 km al S de Socaire,-24.228 ,-67.673,2022-10-12,18:06:10,2022-10-12,21:06:10,230,km,3.0,Ml
38 km al SO de Mina Collahuasi,-21.142 ,-68.789,2022-10-12,17:36:18,2022-10-12,20:36:18,120,km,2.7,Ml
38 km al O de Punitaqui,-30.842 ,-71.660,2022-10-12,16:45:45,2022-10-12,19:45:45,31,km,2.6,Ml
7 km al SE de Mina Collahuasi,-20.882 ,-68.629,2022-10-12,16:00:22,2022-10-12,19:00:22,111,km,3.6,Ml
174 km al O de Pichilemu,-34.290 ,-73.906,2022-10-12,15:50:01,2022-10-12,18:50:01,23,km,3.1,Ml
32 km al E de Rancagua,-34.269 ,-70.411,2022-10-12,15:34:36,2022-10-12,18:34:36,120,km,3.1,Ml
7 km al NO de Punitaqui,-30.777 ,-71.305,2022-10-12,12:09:58,2022-10-12,15:09:58,60,km,4.5,Mw
9 km al E de Quillota,-32.860 ,-71.154,2022-10-12,12:00:25,2022-10-12,15:00:25,24,km,2.6,Ml
25 km al NO de Tongoy,-30.058 ,-71.614,2022-10-12,07:51:10,2022-10-12,10:51:10,32,km,3.2,Ml
38 km al SO de OllagÃ¼e,-21.536 ,-68.402,2022-10-12,07:48:22,2022-10-12,10:48:22,121,km,2.8,Ml
39 km al E de Pisagua,-19.511 ,-69.857,2022-10-12,07:33:26,2022-10-12,10:33:26,32,km,2.5,Ml
53 km al NE de Calama,-22.033 ,-68.723,2022-10-12,06:59:59,2022-10-12,09:59:59,112,km,3.0,Ml
24 km al O de Socaire,-23.668 ,-68.114,2022-10-12,06:51:48,2022-10-12,09:51:48,136,km,3.4,Ml
31 km al NE de Pica,-20.312 ,-69.102,2022-10-12,04:18:23,2022-10-12,07:18:23,95,km,2.9,Ml
34 km al O de La Higuera,-29.423 ,-71.535,2022-10-12,04:01:43,2022-10-12,07:01:43,37,km,3.5,Ml
16 km al S de Los Vilos,-32.051 ,-71.528,2022-10-12,03:04:02,2022-10-12,06:04:02,40,km,3.2,Ml
69 km al E de Quillagua,-21.522 ,-68.882,2022-10-12,02:53:32,2022-10-12,05:53:32,115,km,3.5,Ml
74 km al SE de Socaire,-24.160 ,-67.520,2022-10-12,02:32:23,2022-10-12,05:32:23,196,km,3.0,Ml
54 km al NO de ConcepciÃ³n,-36.391 ,-73.309,2022-10-12,02:03:00,2022-10-12,05:03:00,15,km,2.7,Ml
45 km al S de Socaire,-23.998 ,-67.882,2022-10-12,01:52:49,2022-10-12,04:52:49,245,km,2.5,Ml
76 km al SO de OllagÃ¼e,-21.790 ,-68.666,2022-10-12,01:10:53,2022-10-12,04:10:53,120,km,3.2,Ml
41 km al SE de Pica,-20.835 ,-69.181,2022-10-11,23:19:06,2022-10-12,02:19:06,108,km,3.5,Ml
74 km al SO de OllagÃ¼e,-21.792 ,-68.628,2022-10-11,23:17:19,2022-10-12,02:17:19,117,km,3.2,Ml
49 km al E de Socaire,-23.519 ,-67.417,2022-10-11,21:34:20,2022-10-12,00:34:20,259,km,3.2,Ml
