evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
65 km al SO de Caldera,-27.464 ,-71.300,2022-10-05,20:29:14,2022-10-05,23:29:14,24,km,2.9,Ml
62 km al SO de Caldera,-27.435 ,-71.289,2022-10-05,18:38:40,2022-10-05,21:38:40,48,km,3.7,Ml
33 km al S de Mina Collahuasi,-21.118 ,-68.602,2022-10-05,16:49:00,2022-10-05,19:49:00,135,km,3.0,Ml
50 km al N de Mejillones,-22.648 ,-70.494,2022-10-05,13:40:42,2022-10-05,16:40:42,37,km,4.2,Mw
61 km al SO de Mina Collahuasi,-21.213 ,-69.071,2022-10-05,09:18:50,2022-10-05,12:18:50,102,km,3.1,Ml
33 km al SO de Termas del Flaco,-35.104 ,-70.757,2022-10-05,07:51:29,2022-10-05,10:51:29,103,km,2.6,Ml
58 km al O de La Ligua,-32.487 ,-71.851,2022-10-05,07:34:14,2022-10-05,10:34:14,20,km,2.7,Ml
58 km al SO de Mina Collahuasi,-21.301 ,-68.887,2022-10-05,07:05:47,2022-10-05,10:05:47,118,km,3.5,Ml
23 km al SO de El Salvador,-26.397 ,-69.782,2022-10-05,06:39:41,2022-10-05,09:39:41,95,km,2.6,Ml
34 km al S de Mina Collahuasi,-21.122 ,-68.573,2022-10-05,04:32:33,2022-10-05,07:32:33,137,km,3.6,Ml
54 km al E de El Salvador,-26.048 ,-69.127,2022-10-05,02:42:45,2022-10-05,05:42:45,122,km,2.7,Ml
56 km al SE de Cami̱a,-19.778 ,-69.230,2022-10-04,23:43:16,2022-10-05,02:43:16,96,km,2.7,Ml
108 km al SE de Socaire,-23.996 ,-66.922,2022-10-04,23:05:30,2022-10-05,02:05:30,220,km,3.0,Ml
89 km al SE de Socaire,-24.056 ,-67.173,2022-10-04,22:48:55,2022-10-05,01:48:55,217,km,4.3,Ml
19 km al N de Pica,-20.323 ,-69.297,2022-10-04,21:50:43,2022-10-05,00:50:43,90,km,4.1,Ml
68 km al NO de Cobquecura,-35.617 ,-73.199,2022-10-04,21:49:34,2022-10-05,00:49:34,13,km,3.0,Ml
32 km al NE de Quillota,-32.753 ,-70.942,2022-10-04,21:43:22,2022-10-05,00:43:22,65,km,3.1,Ml
