evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
14 km al SE de San Fernando,-34.699 ,-70.932,2022-10-13,20:26:54,2022-10-13,23:26:54,97,km,2.7,Ml
53 km al SO de Antofagasta,-23.958 ,-70.798,2022-10-13,20:15:55,2022-10-13,23:15:55,18,km,3.0,Ml
47 km al S de CamiÃ±a,-19.727 ,-69.340,2022-10-13,20:04:15,2022-10-13,23:04:15,96,km,3.1,Ml
9 km al E de Tierra Amarilla,-27.466 ,-70.173,2022-10-13,17:57:01,2022-10-13,20:57:01,103,km,3.0,Ml
20 km al S de Tongoy,-30.430 ,-71.557,2022-10-13,16:37:46,2022-10-13,19:37:46,28,km,2.9,Ml
69 km al O de Cobquecura,-36.262 ,-73.545,2022-10-13,16:12:38,2022-10-13,19:12:38,10,km,2.7,Ml
46 km al NO de Quillagua,-21.346 ,-69.826,2022-10-13,14:05:19,2022-10-13,17:05:19,47,km,2.6,Ml
45 km al O de OllagÃ¼e,-21.261 ,-68.687,2022-10-13,13:53:02,2022-10-13,16:53:02,128,km,3.8,Ml
19 km al SE de Pisagua,-19.748 ,-70.136,2022-10-13,13:44:58,2022-10-13,16:44:58,49,km,3.8,Ml
47 km al SO de Mina Collahuasi,-21.075 ,-69.021,2022-10-13,13:05:59,2022-10-13,16:05:59,112,km,3.0,Ml
106 km al NE de El Salvador,-25.399 ,-69.120,2022-10-13,10:53:07,2022-10-13,13:53:07,111,km,4.0,Ml
65 km al NO de ValparaÃ­so,-32.631 ,-72.103,2022-10-13,09:00:39,2022-10-13,12:00:39,31,km,3.6,Ml
25 km al O de Tocopilla,-22.030 ,-70.434,2022-10-13,08:47:53,2022-10-13,11:47:53,18,km,2.6,Ml
26 km al NE de VichuquÃ©n,-34.718 ,-71.793,2022-10-13,08:46:39,2022-10-13,11:46:39,46,km,3.5,Ml
63 km al SO de OllagÃ¼e,-21.728 ,-68.539,2022-10-13,08:22:58,2022-10-13,11:22:58,128,km,3.0,Ml
165 km al O de ToltÃ©n,-39.297 ,-75.071,2022-10-13,07:25:39,2022-10-13,10:25:39,16,km,3.3,Ml
74 km al SE de Putre,-18.701 ,-69.105,2022-10-13,07:07:30,2022-10-13,10:07:30,12,km,2.8,Ml
88 km al SO de Mina La Escondida.,-24.776 ,-69.731,2022-10-13,06:53:59,2022-10-13,09:53:59,74,km,2.8,Ml
68 km al S de CamiÃ±a,-19.884 ,-69.203,2022-10-13,06:34:59,2022-10-13,09:34:59,95,km,2.6,Ml
34 km al S de Mina Collahuasi,-21.123 ,-68.731,2022-10-13,04:39:56,2022-10-13,07:39:56,118,km,2.7,Ml
81 km al NO de Arauco,-36.757 ,-74.000,2022-10-13,04:19:33,2022-10-13,07:19:33,40,km,2.9,Ml
71 km al SE de Socaire,-24.034 ,-67.389,2022-10-13,03:34:27,2022-10-13,06:34:27,245,km,2.9,Ml
64 km al SE de Socaire,-24.073 ,-67.555,2022-10-13,02:56:38,2022-10-13,05:56:38,238,km,2.9,Ml
60 km al E de Baquedano,-23.548 ,-69.303,2022-10-13,01:23:31,2022-10-13,04:23:31,102,km,3.1,Ml
21 km al O de Calama,-22.478 ,-69.134,2022-10-12,23:57:08,2022-10-13,02:57:08,107,km,2.7,Ml
41 km al SO de Mina Collahuasi,-21.045 ,-68.975,2022-10-12,23:13:20,2022-10-13,02:13:20,110,km,2.9,Ml
55 km al S de Socaire,-24.075 ,-67.806,2022-10-12,22:50:59,2022-10-13,01:50:59,242,km,2.9,Ml
29 km al E de Socaire,-23.662 ,-67.618,2022-10-12,22:13:23,2022-10-13,01:13:23,252,km,3.0,Ml
44 km al N de San Pedro de Atacama,-22.547 ,-68.344,2022-10-12,21:43:02,2022-10-13,00:43:02,119,km,3.1,Ml
