evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
90 km al O de Pisagua,-19.806 ,-71.044,2022-10-14,20:05:02,2022-10-14,23:05:02,35,km,2.9,Ml
44 km al E de Paihuano,-30.172 ,-70.088,2022-10-14,15:31:16,2022-10-14,18:31:16,14,km,3.0,Ml
46 km al E de Paihuano,-30.154 ,-70.059,2022-10-14,14:59:34,2022-10-14,17:59:34,18,km,3.6,Ml
12 km al SE de Illapel,-31.720 ,-71.103,2022-10-14,14:31:11,2022-10-14,17:31:11,50,km,4.1,Ml
72 km al NO de Colchane.,-18.678 ,-68.903,2022-10-14,12:35:33,2022-10-14,15:35:33,146,km,4.1,Ml
11 km al NE de CuricÃ³,-34.941 ,-71.135,2022-10-14,12:33:46,2022-10-14,15:33:46,104,km,2.9,Ml
33 km al S de OllagÃ¼e,-21.522 ,-68.249,2022-10-14,11:10:29,2022-10-14,14:10:29,142,km,3.0,Ml
43 km al S de CamiÃ±a,-19.698 ,-69.420,2022-10-14,09:34:43,2022-10-14,12:34:43,80,km,2.8,Ml
30 km al SO de Los Vilos,-32.119 ,-71.719,2022-10-14,08:21:34,2022-10-14,11:21:34,36,km,3.1,Ml
26 km al NE de Pozo Almonte,-20.112 ,-69.593,2022-10-14,07:34:52,2022-10-14,10:34:52,72,km,3.3,Ml
65 km al N de Taltal,-24.823 ,-70.505,2022-10-14,07:24:26,2022-10-14,10:24:26,55,km,3.1,Ml
37 km al NE de Pica,-20.187 ,-69.189,2022-10-14,03:22:02,2022-10-14,06:22:02,92,km,2.7,Ml
62 km al S de CamiÃ±a,-19.869 ,-69.353,2022-10-14,02:44:40,2022-10-14,05:44:40,90,km,2.8,Ml
33 km al O de OllagÃ¼e,-21.119 ,-68.546,2022-10-14,02:06:31,2022-10-14,05:06:31,130,km,3.0,Ml
78 km al E de Quillagua,-21.735 ,-68.779,2022-10-14,01:48:45,2022-10-14,04:48:45,104,km,3.3,Ml
53 km al O de OllagÃ¼e,-21.382 ,-68.738,2022-10-14,00:38:11,2022-10-14,03:38:11,116,km,3.1,Ml
6 km al SO de Punitaqui,-30.868 ,-71.308,2022-10-13,21:38:04,2022-10-14,00:38:04,56,km,2.7,Ml
