evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
34 km al SO de OllagÃ¼e,-21.503 ,-68.379,2022-10-26,19:28:37,2022-10-26,22:28:37,129,km,2.8,Ml
35 km al SO de OllagÃ¼e,-21.442 ,-68.504,2022-10-26,18:43:18,2022-10-26,21:43:18,130,km,2.7,Ml
109 km al E de Socaire,-23.615 ,-66.825,2022-10-26,16:53:51,2022-10-26,19:53:51,212,km,3.6,Ml
109 km al SE de Socaire,-24.345 ,-67.199,2022-10-26,11:30:45,2022-10-26,14:30:45,190,km,3.9,Ml
43 km al S de Calama,-22.853 ,-68.869,2022-10-26,11:28:35,2022-10-26,14:28:35,103,km,3.6,Ml
76 km al SE de Socaire,-24.159 ,-67.470,2022-10-26,10:18:59,2022-10-26,13:18:59,228,km,4.2,Ml
16 km al SO de Calama,-22.593 ,-69.016,2022-10-26,10:01:52,2022-10-26,13:01:52,81,km,2.5,Ml
92 km al S de Uyuni,-21.274 ,-66.652,2022-10-26,09:06:31,2022-10-26,12:06:31,215,km,3.6,Ml
96 km al E de OllagÃ¼e,-21.508 ,-67.380,2022-10-26,07:02:33,2022-10-26,10:02:33,278,km,3.3,Ml
28 km al S de Mina Collahuasi,-21.074 ,-68.605,2022-10-26,06:39:01,2022-10-26,09:39:01,124,km,2.6,Ml
82 km al SO de Iquique,-20.579 ,-70.837,2022-10-26,05:03:52,2022-10-26,08:03:52,20,km,3.0,Ml
87 km al SO de Iquique,-20.605 ,-70.873,2022-10-26,05:00:20,2022-10-26,08:00:20,27,km,3.6,Ml
81 km al SE de Socaire,-24.080 ,-67.299,2022-10-26,04:52:15,2022-10-26,07:52:15,216,km,5.1,Mw
63 km al NO de Quillagua,-21.176 ,-69.855,2022-10-26,04:28:09,2022-10-26,07:28:09,42,km,2.9,Ml
7 km al E de Pica,-20.510 ,-69.262,2022-10-26,02:44:00,2022-10-26,05:44:00,87,km,3.1,Ml
37 km al SO de Huasco,-28.709 ,-71.483,2022-10-26,02:22:25,2022-10-26,05:22:25,39,km,3.8,Ml
27 km al NO de Mina Collahuasi,-20.689 ,-68.872,2022-10-26,02:13:17,2022-10-26,05:13:17,100,km,3.0,Ml
15 km al S de Los Vilos,-32.045 ,-71.525,2022-10-26,02:05:34,2022-10-26,05:05:34,41,km,3.5,Ml
50 km al SO de Mina Collahuasi,-21.167 ,-68.970,2022-10-26,01:17:52,2022-10-26,04:17:52,111,km,2.7,Ml
41 km al NE de TirÃºa,-38.057 ,-73.197,2022-10-25,23:58:25,2022-10-26,02:58:25,34,km,2.8,Ml
35 km al S de Petorca,-32.552 ,-70.835,2022-10-25,23:32:04,2022-10-26,02:32:04,87,km,3.4,Ml
99 km al E de San Pedro de Atacama,-22.933 ,-67.234,2022-10-25,23:15:57,2022-10-26,02:15:57,267,km,3.2,Ml
63 km al SE de Socaire,-24.083 ,-67.588,2022-10-25,22:34:20,2022-10-26,01:34:20,244,km,4.1,Ml
20 km al S de CamiÃ±a,-19.493 ,-69.433,2022-10-25,21:20:49,2022-10-26,00:20:49,93,km,3.8,Ml
76 km al NE de Paihuano,-29.476 ,-70.053,2022-10-25,21:17:05,2022-10-26,00:17:05,108,km,2.7,Ml
