evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
14 km al SE de Pica,-20.560 ,-69.221,2022-10-18,20:34:37,2022-10-18,23:34:37,91,km,2.5,Ml
17 km al NO de Punitaqui,-30.710 ,-71.373,2022-10-18,20:11:14,2022-10-18,23:11:14,42,km,2.9,Ml
43 km al SO de OllagÃ¼e,-21.551 ,-68.482,2022-10-18,19:20:13,2022-10-18,22:20:13,129,km,3.9,Ml
50 km al NE de Mina Los Pelambres,-31.551 ,-70.168,2022-10-18,18:44:02,2022-10-18,21:44:02,138,km,3.3,Ml
22 km al S de La Ligua,-32.645 ,-71.233,2022-10-18,18:01:15,2022-10-18,21:01:15,57,km,3.8,Ml
14 km al NO de Navidad,-33.866 ,-71.942,2022-10-18,17:40:07,2022-10-18,20:40:07,44,km,3.1,Ml
104 km al NE de San Pedro de Atacama,-22.076 ,-67.758,2022-10-18,13:31:09,2022-10-18,16:31:09,216,km,3.2,Ml
40 km al S de Putre,-18.545 ,-69.457,2022-10-18,12:33:04,2022-10-18,15:33:04,124,km,3.0,Ml
42 km al O de La Higuera,-29.350 ,-71.594,2022-10-18,10:26:15,2022-10-18,13:26:15,70,km,2.7,Ml
20 km al NO de Punitaqui,-30.697 ,-71.399,2022-10-18,08:03:04,2022-10-18,11:03:04,50,km,2.9,Ml
38 km al S de Putre,-18.538 ,-69.517,2022-10-18,06:53:25,2022-10-18,09:53:25,123,km,2.5,Ml
21 km al E de Pica,-20.472 ,-69.130,2022-10-18,05:45:25,2022-10-18,08:45:25,120,km,2.8,Ml
25 km al E de Pica,-20.448 ,-69.090,2022-10-18,05:44:01,2022-10-18,08:44:01,115,km,2.8,Ml
18 km al NO de Punitaqui,-30.704 ,-71.378,2022-10-18,04:35:33,2022-10-18,07:35:33,42,km,5.1,Mw
69 km al O de Arica,-18.453 ,-70.980,2022-10-18,04:28:19,2022-10-18,07:28:19,40,km,2.5,Ml
64 km al SO de OllagÃ¼e,-21.715 ,-68.585,2022-10-18,02:32:20,2022-10-18,05:32:20,132,km,3.1,Ml
18 km al O de Andacollo,-30.161 ,-71.253,2022-10-18,00:08:27,2022-10-18,03:08:27,59,km,2.9,Ml
