evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
36 km al S de Los Vilos,-32.231 ,-71.539,2022-10-29,20:58:11,2022-10-29,23:58:11,64,km,3.1,Ml
59 km al O de Canela Baja,-31.260 ,-72.061,2022-10-29,16:12:53,2022-10-29,19:12:53,45,km,3.5,Ml
23 km al SE de Calama,-22.654 ,-68.832,2022-10-29,15:18:48,2022-10-29,18:18:48,103,km,2.5,Ml
18 km al S de Los Vilos,-32.072 ,-71.545,2022-10-29,14:47:32,2022-10-29,17:47:32,65,km,3.2,Ml
27 km al SO de Punitaqui,-30.961 ,-71.501,2022-10-29,12:30:44,2022-10-29,15:30:44,68,km,2.7,Ml
67 km al NO de TirÃºa,-38.059 ,-74.170,2022-10-29,11:15:05,2022-10-29,14:15:05,36,km,2.8,Ml
29 km al SO de Huasco,-28.694 ,-71.374,2022-10-29,10:58:43,2022-10-29,13:58:43,39,km,4.7,Mw
74 km al NE de Pica,-20.032 ,-68.814,2022-10-29,08:49:26,2022-10-29,11:49:26,118,km,3.6,Ml
125 km al S de Oruro,-19.073 ,-67.341,2022-10-29,08:40:19,2022-10-29,11:40:19,297,km,4.9,Mw
30 km al S de Mina Collahuasi,-21.098 ,-68.675,2022-10-29,08:02:57,2022-10-29,11:02:57,130,km,2.9,Ml
45 km al O de TirÃºa,-38.510 ,-73.965,2022-10-29,07:54:09,2022-10-29,10:54:09,20,km,3.2,Ml
109 km al E de Socaire,-23.704 ,-66.828,2022-10-29,06:36:50,2022-10-29,09:36:50,236,km,3.5,Ml
32 km al SO de Los Vilos,-32.125 ,-71.745,2022-10-29,06:27:53,2022-10-29,09:27:53,31,km,3.4,Ml
39 km al N de ValparaÃ­so,-32.713 ,-71.728,2022-10-29,06:05:05,2022-10-29,09:05:05,32,km,2.8,Ml
52 km al SO de Mina Collahuasi,-21.253 ,-68.861,2022-10-29,05:53:44,2022-10-29,08:53:44,116,km,3.4,Ml
101 km al SO de Alto Hospicio,-20.878 ,-70.819,2022-10-29,05:40:27,2022-10-29,08:40:27,15,km,3.0,Ml
31 km al O de OllagÃ¼e,-21.133 ,-68.538,2022-10-29,05:09:53,2022-10-29,08:09:53,124,km,2.9,Ml
72 km al S de Socaire,-24.205 ,-67.669,2022-10-29,04:28:50,2022-10-29,07:28:50,236,km,3.8,Ml
14 km al NO de San FabiÃ¡n,-36.445 ,-71.619,2022-10-29,03:00:40,2022-10-29,06:00:40,99,km,2.7,Ml
92 km al NE de Socaire,-23.093 ,-67.164,2022-10-29,02:49:34,2022-10-29,05:49:34,247,km,3.5,Ml
26 km al E de Pica,-20.477 ,-69.085,2022-10-29,02:14:19,2022-10-29,05:14:19,103,km,2.9,Ml
40 km al S de OllagÃ¼e,-21.566 ,-68.374,2022-10-29,02:13:31,2022-10-29,05:13:31,128,km,2.6,Ml
49 km al SO de OllagÃ¼e,-21.622 ,-68.465,2022-10-29,01:07:54,2022-10-29,04:07:54,123,km,2.5,Ml
31 km al NO de Lebu,-37.372 ,-73.845,2022-10-29,01:06:36,2022-10-29,04:06:36,27,km,2.8,Ml
25 km al NO de Tongoy,-30.064 ,-71.631,2022-10-29,00:39:10,2022-10-29,03:39:10,35,km,2.7,Ml
34 km al S de Mina Collahuasi,-21.133 ,-68.656,2022-10-29,00:28:42,2022-10-29,03:28:42,127,km,3.4,Ml
19 km al NO de Punitaqui,-30.705 ,-71.392,2022-10-29,00:22:35,2022-10-29,03:22:35,43,km,2.8,Ml
43 km al SO de Socaire,-23.762 ,-68.265,2022-10-28,23:30:14,2022-10-29,02:30:14,149,km,3.3,Ml
36 km al SO de OllagÃ¼e,-21.386 ,-68.554,2022-10-28,23:23:16,2022-10-29,02:23:16,129,km,3.3,Ml
