evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
26 km al N de Cuya,-18.937 ,-70.094,2023-01-05,16:46:36,2023-01-05,19:46:36,78,km,2.6,Ml
20 km al N de Quillota,-32.697 ,-71.235,2023-01-05,16:08:18,2023-01-05,19:08:18,62,km,4.2,Mw
72 km al SO de Colchane.,-19.864 ,-68.929,2023-01-05,15:06:16,2023-01-05,18:06:16,120,km,3.4,Ml
37 km al O de Mina Collahuasi,-20.944 ,-68.995,2023-01-05,14:52:21,2023-01-05,17:52:21,106,km,3.0,Ml
48 km al SO de Mina Collahuasi,-21.173 ,-68.933,2023-01-05,14:51:58,2023-01-05,17:51:58,109,km,2.6,Ml
42 km al SE de Pica,-20.811 ,-69.108,2023-01-05,14:21:52,2023-01-05,17:21:52,86,km,3.0,Ml
72 km al SE de Alto del Carmen,-29.301 ,-70.074,2023-01-05,14:03:35,2023-01-05,17:03:35,112,km,2.6,Ml
49 km al SE de CuricÃ³,-35.324 ,-70.893,2023-01-05,12:47:44,2023-01-05,15:47:44,105,km,2.6,Ml
48 km al NE de Mina La Escondida.,-23.973 ,-68.715,2023-01-05,12:19:56,2023-01-05,15:19:56,111,km,3.1,Ml
35 km al NO de Vallenar,-28.289 ,-70.905,2023-01-05,12:13:22,2023-01-05,15:13:22,52,km,4.3,Mw
38 km al O de San Pedro de Atacama,-22.911 ,-68.572,2023-01-05,11:14:29,2023-01-05,14:14:29,123,km,4.4,Mw
21 km al O de Mina Collahuasi,-20.837 ,-68.860,2023-01-05,09:07:49,2023-01-05,12:07:49,102,km,2.6,Ml
46 km al NE de Puerto Natales,-51.349 ,-72.244,2023-01-05,09:03:41,2023-01-05,12:03:41,10,km,2.7,Ml
23 km al NE de Tongoy,-30.122 ,-71.310,2023-01-05,08:19:09,2023-01-05,11:19:09,79,km,3.2,Ml
40 km al NO de Canela Baja,-31.074 ,-71.634,2023-01-05,03:07:57,2023-01-05,06:07:57,36,km,3.0,Ml
47 km al SO de Castro,-42.768 ,-74.191,2023-01-05,01:11:32,2023-01-05,04:11:32,36,km,2.9,Ml
