evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
70 km al SE de Socaire,-24.100 ,-67.489,2023-01-21,20:49:58,2023-01-21,23:49:58,234,km,3.8,Ml
113 km al SE de OllagÃ¼e,-22.020 ,-67.574,2023-01-21,20:18:46,2023-01-21,23:18:46,224,km,2.7,Ml
19 km al E de OllagÃ¼e,-21.256 ,-68.074,2023-01-21,19:54:20,2023-01-21,22:54:20,158,km,3.1,Ml
42 km al O de La Serena,-29.794 ,-71.672,2023-01-21,18:18:54,2023-01-21,21:18:54,32,km,2.8,Ml
30 km al SO de OllagÃ¼e,-21.470 ,-68.365,2023-01-21,17:23:56,2023-01-21,20:23:56,141,km,2.8,Ml
41 km al O de Punitaqui,-30.851 ,-71.691,2023-01-21,16:39:07,2023-01-21,19:39:07,35,km,3.5,Ml
30 km al E de Pica,-20.390 ,-69.067,2023-01-21,16:26:13,2023-01-21,19:26:13,102,km,2.5,Ml
52 km al O de El Tabo,-33.252 ,-72.173,2023-01-21,16:02:13,2023-01-21,19:02:13,37,km,2.8,Ml
72 km al SO de OllagÃ¼e,-21.746 ,-68.661,2023-01-21,15:42:28,2023-01-21,18:42:28,119,km,2.5,Ml
61 km al S de Socaire,-24.122 ,-67.753,2023-01-21,14:53:39,2023-01-21,17:53:39,240,km,3.7,Ml
29 km al SE de CuricÃ³,-35.160 ,-70.998,2023-01-21,14:34:10,2023-01-21,17:34:10,119,km,2.6,Ml
59 km al NO de Cuya,-18.902 ,-70.666,2023-01-21,14:12:06,2023-01-21,17:12:06,39,km,3.1,Ml
24 km al SE de Calama,-22.601 ,-68.748,2023-01-21,13:48:14,2023-01-21,16:48:14,114,km,2.8,Ml
48 km al NO de El Tabo,-33.233 ,-72.112,2023-01-21,13:12:12,2023-01-21,16:12:12,37,km,2.9,Ml
50 km al SE de Socaire,-23.973 ,-67.633,2023-01-21,12:46:18,2023-01-21,15:46:18,219,km,2.8,Ml
26 km al N de Iquique,-19.980 ,-70.154,2023-01-21,12:25:14,2023-01-21,15:25:14,33,km,2.8,Ml
51 km al O de ChaÃ±aral.,-26.373 ,-71.132,2023-01-21,12:24:19,2023-01-21,15:24:19,27,km,2.9,Ml
65 km al O de ChaÃ±aral.,-26.254 ,-71.261,2023-01-21,11:47:30,2023-01-21,14:47:30,36,km,3.0,Ml
46 km al SO de OllagÃ¼e,-21.611 ,-68.414,2023-01-21,11:37:54,2023-01-21,14:37:54,122,km,4.1,Ml
33 km al NE de Pica,-20.367 ,-69.044,2023-01-21,09:44:24,2023-01-21,12:44:24,104,km,3.2,Ml
8 km al NO de Pica,-20.436 ,-69.380,2023-01-21,08:50:19,2023-01-21,11:50:19,51,km,2.7,M
12 km al S de Temuco,-38.849 ,-72.558,2023-01-21,05:16:25,2023-01-21,08:16:25,71,km,3.7,Ml
30 km al NO de OllagÃ¼e,-21.103 ,-68.517,2023-01-21,03:51:31,2023-01-21,06:51:31,148,km,3.8,Ml
85 km al SE de Socaire,-24.200 ,-67.380,2023-01-21,03:21:24,2023-01-21,06:21:24,211,km,4.0,Ml
43 km al SE de Pica,-20.851 ,-69.179,2023-01-21,03:09:38,2023-01-21,06:09:38,112,km,2.9,Ml
8 km al N de Punitaqui,-30.761 ,-71.256,2023-01-21,03:04:21,2023-01-21,06:04:21,52,km,2.5,Ml
52 km al O de Punitaqui,-30.905 ,-71.793,2023-01-21,02:11:19,2023-01-21,05:11:19,67,km,3.1,Ml
35 km al S de Pisagua,-19.909 ,-70.275,2023-01-21,01:30:40,2023-01-21,04:30:40,30,km,2.5,Ml
53 km al O de Arica,-18.288 ,-70.785,2023-01-21,01:05:30,2023-01-21,04:05:30,31,km,4.3,Mw
75 km al S de Ilo,-18.311 ,-71.474,2023-01-20,23:58:27,2023-01-21,02:58:27,18,km,3.4,M
90 km al N de Tocopilla,-21.289 ,-70.314,2023-01-20,22:41:44,2023-01-21,01:41:44,41,km,2.5,Ml
35 km al SO de Antofagasta,-23.904 ,-70.607,2023-01-20,22:38:57,2023-01-21,01:38:57,27,km,3.3,Ml
46 km al NO de Pichilemu,-34.066 ,-72.327,2023-01-20,21:55:23,2023-01-21,00:55:23,30,km,3.2,Ml
