evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
118 km al E de Tierra Amarilla,-27.565 ,-69.074,2023-01-06,20:45:24,2023-01-06,23:45:24,106,km,3.0,Ml
100 km al NE de San Pedro de Atacama,-22.107 ,-67.776,2023-01-06,19:55:31,2023-01-06,22:55:31,236,km,2.9,Ml
65 km al S de Socaire,-24.140 ,-67.684,2023-01-06,19:48:20,2023-01-06,22:48:20,230,km,3.2,Ml
34 km al NE de Pica,-20.222 ,-69.164,2023-01-06,19:33:50,2023-01-06,22:33:50,87,km,2.5,Ml
62 km al SE de Sierra Gorda.,-23.292 ,-68.889,2023-01-06,19:25:42,2023-01-06,22:25:42,109,km,2.8,Ml
47 km al SE de Mina Los Pelambres,-32.133 ,-70.253,2023-01-06,18:22:45,2023-01-06,21:22:45,111,km,2.7,Ml
54 km al S de CamiÃ±a,-19.778 ,-69.262,2023-01-06,18:05:09,2023-01-06,21:05:09,104,km,2.9,Ml
25 km al NE de Tocopilla,-21.917 ,-70.058,2023-01-06,17:46:39,2023-01-06,20:46:39,73,km,2.7,Ml
78 km al S de Sierra Gorda.,-23.572 ,-69.112,2023-01-06,14:03:51,2023-01-06,17:03:51,102,km,2.8,Ml
54 km al E de Baquedano,-23.526 ,-69.355,2023-01-06,13:27:25,2023-01-06,16:27:25,93,km,2.5,Ml
44 km al NE de Paihuano,-29.685 ,-70.294,2023-01-06,13:02:46,2023-01-06,16:02:46,87,km,3.2,Ml
27 km al O de Las Cabras,-34.227 ,-71.589,2023-01-06,10:33:01,2023-01-06,13:33:01,49,km,4.0,Ml
7 km al N de Alto Hospicio,-20.212 ,-70.084,2023-01-06,10:08:02,2023-01-06,13:08:02,52,km,2.8,Ml
13 km al O de San Pedro de Atacama,-22.877 ,-68.322,2023-01-06,09:25:52,2023-01-06,12:25:52,148,km,3.0,Ml
40 km al SO de OllagÃ¼e,-21.498 ,-68.498,2023-01-06,08:34:52,2023-01-06,11:34:52,135,km,3.0,Ml
128 km al O de El Tabo,-33.328 ,-73.043,2023-01-06,06:10:34,2023-01-06,09:10:34,35,km,2.6,Ml
30 km al SE de ChillÃ¡n,-36.741 ,-71.812,2023-01-06,05:50:23,2023-01-06,08:50:23,88,km,3.1,Ml
55 km al S de Putre,-18.689 ,-69.639,2023-01-06,05:01:33,2023-01-06,08:01:33,111,km,2.9,Ml
20 km al NO de Ovalle,-30.508 ,-71.382,2023-01-06,03:48:09,2023-01-06,06:48:09,24,km,2.8,Ml
60 km al SE de Socaire,-24.078 ,-67.634,2023-01-06,03:38:38,2023-01-06,06:38:38,242,km,4.3,Ml
28 km al NO de Quillagua,-21.494 ,-69.736,2023-01-06,03:36:50,2023-01-06,06:36:50,88,km,2.5,Ml
30 km al SO de Punitaqui,-31.071 ,-71.398,2023-01-06,01:18:48,2023-01-06,04:18:48,53,km,2.9,Ml
80 km al SE de Socaire,-24.226 ,-67.520,2023-01-05,23:47:36,2023-01-06,02:47:36,209,km,3.0,Ml
69 km al SO de OllagÃ¼e,-21.477 ,-68.857,2023-01-05,23:32:59,2023-01-06,02:32:59,121,km,2.6,Ml
41 km al NE de OllagÃ¼e,-20.894 ,-68.086,2023-01-05,22:26:03,2023-01-06,01:26:03,199,km,2.5,Ml
