evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
35 km al NO de Mina Collahuasi,-20.625 ,-68.920,2023-01-02,20:27:05,2023-01-02,23:27:05,105,km,3.2,Ml
49 km al E de Socaire,-23.587 ,-67.407,2023-01-02,19:51:34,2023-01-02,22:51:34,243,km,3.4,Ml
114 km al SE de Paihuano,-30.677 ,-69.598,2023-01-02,17:17:52,2023-01-02,20:17:52,129,km,2.9,Ml
22 km al S de Tongoy,-30.453 ,-71.518,2023-01-02,16:04:19,2023-01-02,19:04:19,22,km,2.9,Ml
23 km al SO de Tongoy,-30.440 ,-71.609,2023-01-02,15:37:08,2023-01-02,18:37:08,32,km,2.5,Ml
25 km al SO de Tongoy,-30.439 ,-71.636,2023-01-02,15:16:58,2023-01-02,18:16:58,33,km,3.9,Ml
37 km al E de Talca,-35.343 ,-71.271,2023-01-02,15:15:46,2023-01-02,18:15:46,94,km,3.0,Ml
108 km al O de Navidad,-33.551 ,-72.893,2023-01-02,13:42:26,2023-01-02,16:42:26,47,km,3.1,Ml
46 km al SO de Mina Collahuasi,-21.111 ,-68.983,2023-01-02,13:04:03,2023-01-02,16:04:03,107,km,2.7,Ml
27 km al O de Talca,-35.391 ,-71.956,2023-01-02,11:23:25,2023-01-02,14:23:25,45,km,2.7,Ml
23 km al O de Tongoy,-30.278 ,-71.733,2023-01-02,07:14:51,2023-01-02,10:14:51,37,km,3.4,Ml
24 km al SO de Tongoy,-30.433 ,-71.634,2023-01-02,06:45:37,2023-01-02,09:45:37,29,km,2.9,Ml
25 km al SO de Tongoy,-30.461 ,-71.592,2023-01-02,06:38:44,2023-01-02,09:38:44,32,km,3.3,Ml
51 km al N de Pica,-20.051 ,-69.201,2023-01-02,05:59:45,2023-01-02,08:59:45,91,km,3.2,Ml
26 km al SE de ConcepciÃ³n,-36.943 ,-72.801,2023-01-02,03:39:21,2023-01-02,06:39:21,38,km,3.1,Ml
99 km al SE de Socaire,-24.329 ,-67.345,2023-01-02,01:41:58,2023-01-02,04:41:58,200,km,3.6,Ml
63 km al N de Pica,-19.939 ,-69.178,2023-01-02,00:21:37,2023-01-02,03:21:37,94,km,2.7,Ml
49 km al NE de Los Andes.,-32.596 ,-70.159,2023-01-01,23:04:48,2023-01-02,02:04:48,116,km,3.2,Ml
29 km al E de OllagÃ¼e,-21.127 ,-67.991,2023-01-01,22:36:24,2023-01-02,01:36:24,175,km,3.2,Ml
