evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
24 km al SE de CuricÃ³,-35.185 ,-71.155,2023-01-31,20:04:07,2023-01-31,23:04:07,103,km,3.2,Ml
41 km al NE de Cuya,-18.910 ,-69.891,2023-01-31,18:51:21,2023-01-31,21:51:21,100,km,4.0,Ml
44 km al S de Colchane.,-19.647 ,-68.503,2023-01-31,16:45:12,2023-01-31,19:45:12,152,km,4.3,Ml
29 km al N de CamiÃ±a,-19.052 ,-69.416,2023-01-31,13:07:12,2023-01-31,16:07:12,116,km,4.7,Mw
22 km al SO de Mina La Escondida.,-24.395 ,-69.224,2023-01-31,11:51:32,2023-01-31,14:51:32,93,km,3.0,Ml
54 km al SO de Los Vilos,-32.274 ,-71.892,2023-01-31,10:46:05,2023-01-31,13:46:05,43,km,3.2,Ml
33 km al S de Mina Collahuasi,-21.118 ,-68.610,2023-01-31,10:31:59,2023-01-31,13:31:59,127,km,2.9,Ml
53 km al SO de Mina Collahuasi,-21.190 ,-68.982,2023-01-31,10:23:10,2023-01-31,13:23:10,123,km,3.5,Ml
76 km al N de Mina La Escondida.,-23.598 ,-68.897,2023-01-31,10:22:48,2023-01-31,13:22:48,115,km,2.6,Ml
24 km al SO de La Serena,-30.005 ,-71.471,2023-01-31,07:19:29,2023-01-31,10:19:29,42,km,3.0,Ml
45 km al SE de Socaire,-23.959 ,-67.709,2023-01-31,03:58:28,2023-01-31,06:58:28,241,km,2.6,Ml
46 km al NE de Cuya,-18.822 ,-69.932,2023-01-31,02:53:51,2023-01-31,05:53:51,59,km,2.9,Ml
35 km al NE de El Salvador,-26.046 ,-69.342,2023-01-31,02:04:47,2023-01-31,05:04:47,122,km,3.1,Ml
22 km al SO de Taltal,-25.581 ,-70.583,2023-01-31,01:45:39,2023-01-31,04:45:39,62,km,3.0,Ml
84 km al NE de Socaire,-23.118 ,-67.244,2023-01-30,23:26:31,2023-01-31,02:26:31,251,km,3.3,Ml
24 km al N de CamiÃ±a,-19.102 ,-69.480,2023-01-30,23:08:02,2023-01-31,02:08:02,97,km,3.2,Ml
10 km al O de Ovalle,-30.640 ,-71.304,2023-01-30,22:46:54,2023-01-31,01:46:54,58,km,3.1,Ml
