evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
41 km al SO de MarÃ­a Elena,-22.522 ,-70.014,2022-11-03,20:38:48,2022-11-03,23:38:48,48,km,2.6,Ml
50 km al SE de CamiÃ±a,-19.670 ,-69.139,2022-11-03,17:19:20,2022-11-03,20:19:20,99,km,2.6,Ml
27 km al E de Pica,-20.432 ,-69.076,2022-11-03,16:21:29,2022-11-03,19:21:29,103,km,2.6,Ml
7 km al SO de CamiÃ±a,-19.357 ,-69.473,2022-11-03,15:45:12,2022-11-03,18:45:12,105,km,3.2,Ml
36 km al S de Antofagasta,-23.971 ,-70.422,2022-11-03,15:33:37,2022-11-03,18:33:37,66,km,3.0,Ml
103 km al E de San Pedro de Atacama,-22.843 ,-67.197,2022-11-03,14:43:58,2022-11-03,17:43:58,211,km,3.0,Ml
72 km al N de Huasco,-27.825 ,-71.083,2022-11-03,11:37:28,2022-11-03,14:37:28,32,km,4.3,Ml
18 km al NO de Punitaqui,-30.722 ,-71.393,2022-11-03,11:25:50,2022-11-03,14:25:50,48,km,3.1,Ml
33 km al SE de Temuco,-38.889 ,-72.256,2022-11-03,11:14:08,2022-11-03,14:14:08,81,km,2.9,Ml
37 km al NE de Calama,-22.215 ,-68.693,2022-11-03,08:21:34,2022-11-03,11:21:34,107,km,2.6,Ml
78 km al SE de Socaire,-23.972 ,-67.245,2022-11-03,08:05:29,2022-11-03,11:05:29,256,km,3.5,Ml
38 km al SE de Mina Los Pelambres,-32.030 ,-70.266,2022-11-03,07:04:02,2022-11-03,10:04:02,120,km,3.1,Ml
49 km al O de OllagÃ¼e,-21.366 ,-68.700,2022-11-03,03:18:20,2022-11-03,06:18:20,119,km,3.3,Ml
89 km al SE de Socaire,-24.214 ,-67.348,2022-11-03,02:54:12,2022-11-03,05:54:12,236,km,2.8,Ml
50 km al N de Colchane.,-18.827 ,-68.637,2022-11-03,01:43:03,2022-11-03,04:43:03,11,km,2.8,Ml
14 km al NO de San Fernando,-34.522 ,-71.118,2022-11-03,01:09:49,2022-11-03,04:09:49,87,km,3.5,Ml
62 km al N de Calama,-21.930 ,-68.772,2022-11-03,00:08:12,2022-11-03,03:08:12,120,km,3.3,Ml
59 km al O de La Ligua,-32.376 ,-71.849,2022-11-02,23:02:13,2022-11-03,02:02:13,18,km,3.2,Ml
21 km al NO de CamiÃ±a,-19.171 ,-69.564,2022-11-02,21:52:04,2022-11-03,00:52:04,90,km,2.8,Ml
42 km al O de Canela Baja,-31.238 ,-71.856,2022-11-02,21:24:00,2022-11-03,00:24:00,28,km,2.8,Ml
