evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
46 km al NO de Quillagua,-21.443 ,-69.915,2022-11-07,19:41:36,2022-11-07,22:41:36,40,km,3.3,Ml
45 km al O de Taltal,-25.371 ,-70.928,2022-11-07,19:01:10,2022-11-07,22:01:10,17,km,3.2,Ml
54 km al SO de Tocopilla,-22.480 ,-70.526,2022-11-07,18:47:42,2022-11-07,21:47:42,20,km,2.8,Ml
12 km al O de Pozo Almonte,-20.286 ,-69.899,2022-11-07,15:42:33,2022-11-07,18:42:33,63,km,3.2,Ml
31 km al S de Calama,-22.745 ,-68.883,2022-11-07,10:26:11,2022-11-07,13:26:11,94,km,2.8,Ml
29 km al S de Calama,-22.723 ,-68.862,2022-11-07,10:26:10,2022-11-07,13:26:10,105,km,2.8,Ml
24 km al NO de Mina Collahuasi,-20.668 ,-68.817,2022-11-07,08:47:38,2022-11-07,11:47:38,107,km,2.5,Ml
17 km al S de Tongoy,-30.400 ,-71.537,2022-11-07,03:37:18,2022-11-07,06:37:18,37,km,2.8,Ml
19 km al O de Mina Collahuasi,-20.897 ,-68.828,2022-11-07,00:31:38,2022-11-07,03:31:38,105,km,2.6,Ml
22 km al NO de Tocopilla,-21.954 ,-70.357,2022-11-06,22:46:13,2022-11-07,01:46:13,26,km,3.0,Ml
34 km al SE de Sierra Gorda.,-23.095 ,-69.065,2022-11-06,22:14:26,2022-11-07,01:14:26,79,km,2.6,Ml
40 km al O de Quillagua,-21.576 ,-69.913,2022-11-06,21:45:05,2022-11-07,00:45:05,80,km,2.7,Ml
