evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
24 km al SO de Pica,-20.595 ,-69.533,2022-11-05,20:27:40,2022-11-05,23:27:40,77,km,2.6,Ml
67 km al NE de San Pedro de Atacama,-22.377 ,-67.926,2022-11-05,19:57:52,2022-11-05,22:57:52,173,km,2.9,Ml
9 km al SE de Farellones,-33.425 ,-70.267,2022-11-05,19:04:30,2022-11-05,22:04:30,113,km,2.5,Ml
68 km al S de Socaire,-24.192 ,-67.758,2022-11-05,17:58:48,2022-11-05,20:58:48,230,km,3.2,Ml
77 km al N de Calama,-21.817 ,-68.674,2022-11-05,16:00:11,2022-11-05,19:00:11,133,km,2.5,Ml
47 km al O de Mina Collahuasi,-20.891 ,-69.108,2022-11-05,15:55:43,2022-11-05,18:55:43,113,km,3.5,Ml
38 km al N de Pica,-20.157 ,-69.238,2022-11-05,15:44:02,2022-11-05,18:44:02,99,km,3.0,Ml
44 km al O de Mina Collahuasi,-20.911 ,-69.072,2022-11-05,13:45:13,2022-11-05,16:45:13,108,km,3.6,Ml
45 km al O de OllagÃ¼e,-21.240 ,-68.690,2022-11-05,13:41:39,2022-11-05,16:41:39,120,km,2.6,Ml
65 km al SE de Socaire,-24.100 ,-67.587,2022-11-05,13:10:43,2022-11-05,16:10:43,236,km,4.3,Mw
30 km al SO de OllagÃ¼e,-21.464 ,-68.382,2022-11-05,12:13:52,2022-11-05,15:13:52,136,km,2.8,Ml
56 km al NE de Calama,-22.121 ,-68.535,2022-11-05,10:17:39,2022-11-05,13:17:39,117,km,3.0,Ml
49 km al NO de Huasco,-28.061 ,-71.432,2022-11-05,08:38:32,2022-11-05,11:38:32,38,km,2.7,Ml
39 km al O de OllagÃ¼e,-21.230 ,-68.626,2022-11-05,07:19:52,2022-11-05,10:19:52,136,km,2.9,Ml
49 km al N de Mina Collahuasi,-20.419 ,-68.825,2022-11-05,06:41:20,2022-11-05,09:41:20,96,km,2.6,Ml
22 km al S de Pica,-20.680 ,-69.269,2022-11-05,06:05:09,2022-11-05,09:05:09,79,km,2.8,Ml
108 km al NO de Cobquecura,-35.500 ,-73.708,2022-11-05,04:57:20,2022-11-05,07:57:20,22,km,4.8,Mw
35 km al O de OllagÃ¼e,-21.313 ,-68.574,2022-11-05,03:59:31,2022-11-05,06:59:31,88,km,2.9,Ml
44 km al O de Iquique,-20.148 ,-70.572,2022-11-05,00:12:00,2022-11-05,03:12:00,30,km,3.0,Ml
45 km al NE de Calama,-22.146 ,-68.660,2022-11-04,23:34:01,2022-11-05,02:34:01,115,km,2.5,Ml
