evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
18 km al S de Quillota,-33.044 ,-71.271,2022-11-18,20:26:22,2022-11-18,23:26:22,48,km,2.6,Ml
63 km al S de Socaire,-24.126 ,-67.692,2022-11-18,18:01:21,2022-11-18,21:01:21,245,km,3.5,Ml
32 km al SE de Pica,-20.747 ,-69.200,2022-11-18,16:31:50,2022-11-18,19:31:50,103,km,3.5,Ml
71 km al SO de OllagÃ¼e,-21.815 ,-68.517,2022-11-18,14:11:09,2022-11-18,17:11:09,119,km,3.2,Ml
78 km al E de Mina Los Pelambres,-31.557 ,-69.822,2022-11-18,13:58:57,2022-11-18,16:58:57,152,km,3.8,Ml
56 km al N de Mejillones,-22.608 ,-70.319,2022-11-18,13:57:24,2022-11-18,16:57:24,53,km,3.9,Ml
32 km al NE de San Pedro de Atacama,-22.699 ,-68.003,2022-11-18,12:22:42,2022-11-18,15:22:42,212,km,2.9,Ml
90 km al NO de Tocopilla,-21.348 ,-70.540,2022-11-18,11:59:28,2022-11-18,14:59:28,37,km,3.0,Ml
71 km al E de Baquedano,-23.591 ,-69.205,2022-11-18,11:57:30,2022-11-18,14:57:30,95,km,2.8,Ml
40 km al SO de ValparaÃ­so,-33.216 ,-71.993,2022-11-18,11:24:07,2022-11-18,14:24:07,24,km,3.4,Ml
40 km al SE de Tocopilla,-22.425 ,-70.062,2022-11-18,10:23:54,2022-11-18,13:23:54,66,km,3.1,Ml
135 km al O de TirÃºa,-38.309 ,-75.037,2022-11-18,09:45:02,2022-11-18,12:45:02,20,km,3.6,Ml
41 km al S de Mina Collahuasi,-21.194 ,-68.709,2022-11-18,09:26:14,2022-11-18,12:26:14,116,km,2.9,Ml
6 km al S de Caldera,-27.121 ,-70.832,2022-11-18,09:15:09,2022-11-18,12:15:09,38,km,2.6,Ml
51 km al SO de Socaire,-23.993 ,-68.132,2022-11-18,05:22:04,2022-11-18,08:22:04,147,km,3.1,Ml
55 km al O de Canela Baja,-31.373 ,-72.032,2022-11-17,23:05:28,2022-11-18,02:05:28,22,km,2.5,Ml
32 km al S de Colchane.,-19.559 ,-68.582,2022-11-17,22:45:09,2022-11-18,01:45:09,149,km,3.1,Ml
