evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
40 km al SE de Pica,-20.821 ,-69.188,2022-11-01,19:26:06,2022-11-01,22:26:06,110,km,2.5,Ml
53 km al SO de Mina Collahuasi,-21.127 ,-69.057,2022-11-01,17:52:50,2022-11-01,20:52:50,113,km,2.5,Ml
17 km al NO de Punitaqui,-30.699 ,-71.353,2022-11-01,17:20:00,2022-11-01,20:20:00,37,km,3.2,Ml
34 km al SE de CamiÃ±a,-19.590 ,-69.282,2022-11-01,17:03:01,2022-11-01,20:03:01,16,km,2.6,Ml
33 km al NO de Canela Baja,-31.220 ,-71.738,2022-11-01,15:05:11,2022-11-01,18:05:11,30,km,3.4,Ml
33 km al NO de Canela Baja,-31.133 ,-71.602,2022-11-01,14:59:03,2022-11-01,17:59:03,26,km,3.7,Ml
35 km al E de Mina Los Pelambres,-31.711 ,-70.245,2022-11-01,14:01:09,2022-11-01,17:01:09,139,km,2.8,Ml
58 km al NE de Quillagua,-21.253 ,-69.175,2022-11-01,07:13:48,2022-11-01,10:13:48,82,km,3.1,Ml
35 km al SO de OllagÃ¼e,-21.500 ,-68.419,2022-11-01,05:58:18,2022-11-01,08:58:18,133,km,3.2,Ml
30 km al E de Calama,-22.395 ,-68.650,2022-11-01,03:20:50,2022-11-01,06:20:50,118,km,2.8,Ml
55 km al SO de Los Vilos,-32.338 ,-71.805,2022-11-01,03:12:39,2022-11-01,06:12:39,34,km,2.7,Ml
46 km al SE de Pica,-20.866 ,-69.148,2022-11-01,01:10:08,2022-11-01,04:10:08,108,km,2.9,Ml
