evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
64 km al NE de Socaire,-23.188 ,-67.439,2022-11-10,20:59:03,2022-11-10,23:59:03,246,km,2.5,Ml
37 km al SO de Canela Baja,-31.574 ,-71.791,2022-11-10,15:48:15,2022-11-10,18:48:15,24,km,2.5,Ml
20 km al N de Tocopilla,-21.917 ,-70.229,2022-11-10,15:42:59,2022-11-10,18:42:59,66,km,2.9,Ml
20 km al NE de Calama,-22.385 ,-68.756,2022-11-10,15:30:05,2022-11-10,18:30:05,105,km,3.5,Ml
23 km al SO de Tocopilla,-22.224 ,-70.381,2022-11-10,15:26:15,2022-11-10,18:26:15,29,km,3.0,Ml
21 km al N de Baquedano,-23.150 ,-69.828,2022-11-10,13:23:27,2022-11-10,16:23:27,66,km,2.9,Ml
24 km al SO de Mina Collahuasi,-20.952 ,-68.845,2022-11-10,13:22:16,2022-11-10,16:22:16,104,km,2.8,Ml
75 km al SE de Socaire,-23.943 ,-67.267,2022-11-10,12:20:27,2022-11-10,15:20:27,254,km,3.8,Ml
61 km al O de La Ligua,-32.506 ,-71.880,2022-11-10,11:09:44,2022-11-10,14:09:44,16,km,3.0,Ml
119 km al O de Lebu,-37.616 ,-75.013,2022-11-10,10:40:38,2022-11-10,13:40:38,22,km,3.3,Ml
28 km al S de Punitaqui,-31.080 ,-71.275,2022-11-10,09:55:59,2022-11-10,12:55:59,54,km,2.6,Ml
36 km al NE de Calama,-22.241 ,-68.684,2022-11-10,09:45:10,2022-11-10,12:45:10,117,km,2.5,Ml
26 km al N de Osorno,-40.351 ,-73.221,2022-11-10,09:01:25,2022-11-10,12:01:25,40,km,2.8,Ml
89 km al NO de Quillagua,-21.105 ,-70.152,2022-11-10,08:32:34,2022-11-10,11:32:34,55,km,2.7,Ml
52 km al NE de San Pedro de Atacama,-22.517 ,-67.944,2022-11-10,08:01:39,2022-11-10,11:01:39,208,km,3.1,Ml
54 km al N de Calama,-21.985 ,-68.903,2022-11-10,07:39:15,2022-11-10,10:39:15,112,km,3.2,Ml
15 km al NO de San FabiÃ¡n,-36.483 ,-71.693,2022-11-10,05:30:49,2022-11-10,08:30:49,79,km,2.6,Ml
41 km al NO de Quillagua,-21.412 ,-69.823,2022-11-09,22:23:21,2022-11-10,01:23:21,27,km,2.9,Ml
57 km al O de VichuquÃ©n,-34.742 ,-72.593,2022-11-09,21:18:48,2022-11-10,00:18:48,10,km,2.7,Ml
24 km al N de Rancagua,-33.959 ,-70.798,2022-11-09,21:05:06,2022-11-10,00:05:06,86,km,2.9,Ml
