evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
28 km al O de Canela Baja,-31.321 ,-71.735,2022-12-25,20:16:39,2022-12-25,23:16:39,39,km,3.3,Ml
49 km al S de Mina Collahuasi,-21.258 ,-68.760,2022-12-25,19:47:02,2022-12-25,22:47:02,111,km,3.6,Ml
23 km al NO de Lebu,-37.422 ,-73.777,2022-12-25,19:18:47,2022-12-25,22:18:47,42,km,3.4,Ml
39 km al N de Pica,-20.160 ,-69.206,2022-12-25,18:06:28,2022-12-25,21:06:28,88,km,2.7,Ml
26 km al O de OllagÃ¼e,-21.210 ,-68.500,2022-12-25,18:04:25,2022-12-25,21:04:25,124,km,2.8,Ml
38 km al NO de Los Vilos,-31.662 ,-71.779,2022-12-25,12:59:21,2022-12-25,15:59:21,33,km,3.3,Ml
34 km al O de Calama,-22.531 ,-69.259,2022-12-25,12:55:59,2022-12-25,15:55:59,108,km,4.4,Mw
30 km al O de OllagÃ¼e,-21.281 ,-68.537,2022-12-25,11:08:19,2022-12-25,14:08:19,125,km,4.0,Ml
55 km al S de CamiÃ±a,-19.797 ,-69.303,2022-12-25,08:51:50,2022-12-25,11:51:50,90,km,2.7,Ml
87 km al NO de Quillagua,-21.156 ,-70.173,2022-12-25,08:29:47,2022-12-25,11:29:47,68,km,2.5,Ml
64 km al S de OllagÃ¼e,-21.769 ,-68.456,2022-12-25,07:35:32,2022-12-25,10:35:32,116,km,2.6,Ml
18 km al O de Ovalle,-30.601 ,-71.386,2022-12-25,06:35:02,2022-12-25,09:35:02,50,km,2.8,Ml
24 km al E de Sierra Gorda.,-22.932 ,-69.082,2022-12-25,05:24:39,2022-12-25,08:24:39,109,km,2.8,Ml
33 km al NE de Rancagua,-33.952 ,-70.489,2022-12-25,04:04:03,2022-12-25,07:04:03,22,km,2.9,Ml
40 km al NO de CamiÃ±a,-19.009 ,-69.632,2022-12-25,03:58:47,2022-12-25,06:58:47,88,km,3.0,Ml
62 km al N de CamiÃ±a,-18.755 ,-69.401,2022-12-25,02:45:37,2022-12-25,05:45:37,100,km,3.9,Ml
26 km al O de Calama,-22.525 ,-69.179,2022-12-25,02:27:28,2022-12-25,05:27:28,77,km,3.2,Ml
56 km al O de El Tabo,-33.518 ,-72.271,2022-12-25,00:26:29,2022-12-25,03:26:29,39,km,3.2,Ml
32 km al NE de Linares,-35.620 ,-71.384,2022-12-24,22:50:08,2022-12-25,01:50:08,109,km,3.0,Ml
