evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
13 km al SE de Calama,-22.543 ,-68.832,2022-12-31,19:38:07,2022-12-31,22:38:07,94,km,2.7,Ml
31 km al NE de Calama,-22.211 ,-68.817,2022-12-31,14:35:16,2022-12-31,17:35:16,115,km,2.9,Ml
24 km al NE de Calama,-22.323 ,-68.761,2022-12-31,13:38:28,2022-12-31,16:38:28,108,km,2.9,Ml
13 km al N de San Fernando,-34.470 ,-71.009,2022-12-31,13:21:21,2022-12-31,16:21:21,82,km,2.9,Ml
33 km al NO de CamiÃ±a,-19.068 ,-69.598,2022-12-31,11:23:06,2022-12-31,14:23:06,81,km,2.6,Ml
96 km al E de OllagÃ¼e,-21.272 ,-67.331,2022-12-31,11:04:45,2022-12-31,14:04:45,156,km,2.8,Ml
33 km al NO de La Ligua,-32.285 ,-71.521,2022-12-31,09:47:57,2022-12-31,12:47:57,49,km,4.7,Mw
61 km al SE de CamiÃ±a,-19.796 ,-69.160,2022-12-31,09:14:02,2022-12-31,12:14:02,97,km,2.9,Ml
28 km al O de OllagÃ¼e,-21.246 ,-68.525,2022-12-31,08:38:00,2022-12-31,11:38:00,130,km,3.0,Ml
32 km al O de San MartÃ­n de Los Andes,-40.147 ,-71.729,2022-12-31,05:31:13,2022-12-31,08:31:13,160,km,3.0,Ml
102 km al NE de Taltal,-24.577 ,-70.051,2022-12-31,05:15:28,2022-12-31,08:15:28,60,km,3.5,Ml
52 km al E de Sierra Gorda.,-22.969 ,-68.816,2022-12-31,02:57:19,2022-12-31,05:57:19,131,km,2.5,Ml
24 km al S de CamiÃ±a,-19.513 ,-69.504,2022-12-31,00:56:51,2022-12-31,03:56:51,112,km,3.3,Ml
47 km al E de Sierra Gorda.,-23.049 ,-68.882,2022-12-31,00:55:36,2022-12-31,03:55:36,98,km,2.7,Ml
74 km al E de Alto del Carmen,-28.897 ,-69.743,2022-12-31,00:42:45,2022-12-31,03:42:45,110,km,2.9,Ml
46 km al E de Sierra Gorda.,-23.021 ,-68.890,2022-12-31,00:31:44,2022-12-31,03:31:44,98,km,5.4,Mw
124 km al SE de Paihuano,-30.634 ,-69.437,2022-12-31,00:19:39,2022-12-31,03:19:39,154,km,2.7,Ml
61 km al E de La Higuera,-29.355 ,-70.599,2022-12-30,22:26:55,2022-12-31,01:26:55,103,km,2.5,Ml
12 km al O de Tongoy,-30.259 ,-71.620,2022-12-30,21:40:03,2022-12-31,00:40:03,35,km,2.9,Ml
58 km al N de Mina Collahuasi,-20.306 ,-68.706,2022-12-30,21:38:33,2022-12-31,00:38:33,121,km,2.7,Ml
