evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
35 km al NE de Mejillones,-22.895 ,-70.189,2022-12-24,19:39:10,2022-12-24,22:39:10,41,km,3.4,Ml
80 km al SE de Socaire,-24.177 ,-67.435,2022-12-24,17:02:10,2022-12-24,20:02:10,202,km,4.9,Mw
33 km al N de Socaire,-23.300 ,-67.810,2022-12-24,13:20:20,2022-12-24,16:20:20,181,km,3.4,Ml
59 km al N de Taltal,-24.879 ,-70.552,2022-12-24,13:09:47,2022-12-24,16:09:47,38,km,3.7,Ml
48 km al SE de Sierra Gorda.,-23.159 ,-68.946,2022-12-24,09:41:02,2022-12-24,12:41:02,96,km,2.9,Ml
20 km al O de Andacollo,-30.161 ,-71.276,2022-12-24,09:27:34,2022-12-24,12:27:34,65,km,4.1,Ml
18 km al O de OllagÃ¼e,-21.225 ,-68.426,2022-12-24,07:24:58,2022-12-24,10:24:58,122,km,2.5,Ml
167 km al O de Castro,-42.892 ,-75.735,2022-12-24,04:14:19,2022-12-24,07:14:19,16,km,2.8,Ml
35 km al O de OllagÃ¼e,-21.326 ,-68.576,2022-12-24,01:48:36,2022-12-24,04:48:36,155,km,3.2,Ml
50 km al E de Socaire,-23.503 ,-67.410,2022-12-24,01:33:52,2022-12-24,04:33:52,261,km,4.5,Mw
26 km al S de Mina Collahuasi,-21.055 ,-68.729,2022-12-24,00:29:22,2022-12-24,03:29:22,131,km,2.8,Ml
45 km al S de Taltal,-25.809 ,-70.489,2022-12-24,00:17:53,2022-12-24,03:17:53,52,km,2.5,Ml
88 km al SE de Socaire,-24.207 ,-67.350,2022-12-23,23:16:51,2022-12-24,02:16:51,202,km,3.8,Ml
26 km al E de Calama,-22.402 ,-68.684,2022-12-23,21:52:42,2022-12-24,00:52:42,112,km,2.7,Ml
