evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
35 km al S de CamiÃ±a,-19.613 ,-69.326,2022-12-09,19:00:15,2022-12-09,22:00:15,105,km,4.0,Ml
59 km al NE de Calama,-22.000 ,-68.663,2022-12-09,18:58:26,2022-12-09,21:58:26,137,km,3.0,Ml
2 km al SO de El Salvador,-26.259 ,-69.638,2022-12-09,18:49:04,2022-12-09,21:49:04,84,km,2.7,Ml
57 km al SO de OllagÃ¼e,-21.480 ,-68.733,2022-12-09,18:40:21,2022-12-09,21:40:21,105,km,3.1,Ml
35 km al S de Mina Collahuasi,-21.137 ,-68.727,2022-12-09,18:20:52,2022-12-09,21:20:52,107,km,2.8,Ml
24 km al SE de CamiÃ±a,-19.476 ,-69.281,2022-12-09,16:47:38,2022-12-09,19:47:38,99,km,3.1,Ml
40 km al E de Cuya,-19.145 ,-69.803,2022-12-09,15:51:03,2022-12-09,18:51:03,82,km,4.0,Ml
47 km al N de Mina Collahuasi,-20.420 ,-68.549,2022-12-09,10:53:48,2022-12-09,13:53:48,25,km,3.1,Ml
41 km al SO de La Ligua,-32.635 ,-71.613,2022-12-09,09:06:44,2022-12-09,12:06:44,30,km,2.7,Ml
28 km al NO de Mina Collahuasi,-20.697 ,-68.884,2022-12-09,07:32:46,2022-12-09,10:32:46,107,km,2.5,Ml
64 km al NE de San Pedro de Atacama,-22.405 ,-67.927,2022-12-09,05:54:05,2022-12-09,08:54:05,203,km,3.0,Ml
483 km al O de Melinka,-44.250 ,-79.770,2022-12-09,05:06:20,2022-12-09,08:06:20,10,km,5.0,Mw
54 km al NO de Quillagua,-21.449 ,-70.000,2022-12-09,04:43:01,2022-12-09,07:43:01,44,km,2.5,Ml
28 km al NE de Putre,-18.085 ,-69.322,2022-12-09,03:37:03,2022-12-09,06:37:03,125,km,2.5,Ml
42 km al SO de La Ligua,-32.621 ,-71.631,2022-12-09,02:24:03,2022-12-09,05:24:03,36,km,2.6,Ml
13 km al N de CamiÃ±a,-19.197 ,-69.396,2022-12-09,02:06:35,2022-12-09,05:06:35,97,km,2.5,Ml
27 km al SO de Huasco,-28.604 ,-71.443,2022-12-08,22:44:45,2022-12-09,01:44:45,41,km,2.6,Ml
60 km al N de Mina Collahuasi,-20.290 ,-68.658,2022-12-08,21:31:19,2022-12-09,00:31:19,130,km,2.5,Ml
