evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
61 km al NE de Pica,-20.103 ,-68.918,2022-12-28,20:23:26,2022-12-28,23:23:26,123,km,2.8,Ml
64 km al S de Socaire,-24.161 ,-67.924,2022-12-28,18:56:10,2022-12-28,21:56:10,245,km,3.0,Ml
106 km al O de Arequipa,-16.739 ,-72.462,2022-12-28,18:11:05,2022-12-28,21:11:05,75,km,5.3,Mw
5 km al S de Ovalle,-30.649 ,-71.221,2022-12-28,17:38:09,2022-12-28,20:38:09,61,km,4.8,Mw
41 km al SO de Mina Collahuasi,-21.089 ,-68.937,2022-12-28,14:36:25,2022-12-28,17:36:25,112,km,3.0,Ml
62 km al S de Socaire,-24.150 ,-67.936,2022-12-28,14:34:52,2022-12-28,17:34:52,286,km,2.9,Ml
29 km al SE de Cuya,-19.371 ,-70.020,2022-12-28,12:18:41,2022-12-28,15:18:41,50,km,2.8,Ml
44 km al NO de Cami̱a,-19.079 ,-69.762,2022-12-28,10:57:40,2022-12-28,13:57:40,82,km,4.7,Mw
35 km al N de Sierra Gorda.,-22.587 ,-69.350,2022-12-28,08:11:47,2022-12-28,11:11:47,77,km,2.8,Ml
282 km al O de Puerto Ays̩n,-45.785 ,-76.285,2022-12-28,07:45:02,2022-12-28,10:45:02,15,km,4.4,Mw
8 km al E de La Higuera,-29.494 ,-71.119,2022-12-28,05:55:35,2022-12-28,08:55:35,44,km,3.8,Ml
123 km al O de El Tabo,-33.337 ,-72.982,2022-12-28,05:08:34,2022-12-28,08:08:34,40,km,3.4,Ml
42 km al S de Pica,-20.854 ,-69.216,2022-12-28,02:01:46,2022-12-28,05:01:46,110,km,3.0,Ml
21 km al SE de Los Andes.,-32.968 ,-70.444,2022-12-27,22:16:08,2022-12-28,01:16:08,99,km,2.9,Ml
10 km al N de Tongoy,-30.170 ,-71.520,2022-12-27,22:04:55,2022-12-28,01:04:55,28,km,2.6,Ml
18 km al NO de La Ligua,-32.336 ,-71.375,2022-12-27,21:37:03,2022-12-28,00:37:03,42,km,3.1,Ml
