evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
67 km al SE de Socaire,-23.908 ,-67.333,2022-12-21,20:37:52,2022-12-21,23:37:52,249,km,3.4,Ml
35 km al N de Pica,-20.180 ,-69.293,2022-12-21,19:23:19,2022-12-21,22:23:19,86,km,2.9,Ml
28 km al SO de Mina Collahuasi,-20.931 ,-68.907,2022-12-21,18:38:29,2022-12-21,21:38:29,96,km,2.5,Ml
42 km al SO de Caldera,-27.348 ,-71.103,2022-12-21,14:50:48,2022-12-21,17:50:48,33,km,2.6,Ml
64 km al SE de Socaire,-23.937 ,-67.394,2022-12-21,13:37:49,2022-12-21,16:37:49,245,km,3.4,Ml
55 km al SO de Puerto Ays̩n,-45.853 ,-73.004,2022-12-21,13:11:12,2022-12-21,16:11:12,8,km,2.6,Ml
62 km al S de Socaire,-24.120 ,-67.699,2022-12-21,12:42:42,2022-12-21,15:42:42,242,km,4.3,Mw
85 km al SE de Antofagasta,-24.274 ,-69.929,2022-12-21,12:13:04,2022-12-21,15:13:04,58,km,3.1,Ml
98 km al NE de San Pedro de Atacama,-22.306 ,-67.516,2022-12-21,09:17:07,2022-12-21,12:17:07,210,km,4.0,Ml
11 km al SO de Pichilemu,-34.475 ,-72.066,2022-12-21,08:58:15,2022-12-21,11:58:15,26,km,2.9,Ml
51 km al N de Pica,-20.053 ,-69.184,2022-12-21,07:43:04,2022-12-21,10:43:04,99,km,2.9,Ml
88 km al SE de Socaire,-24.290 ,-67.492,2022-12-21,06:44:00,2022-12-21,09:44:00,199,km,4.5,Mw
56 km al NE de Pica,-20.057 ,-69.064,2022-12-21,02:29:25,2022-12-21,05:29:25,100,km,2.6,Ml
49 km al SO de Huasco,-28.855 ,-71.453,2022-12-21,01:53:50,2022-12-21,04:53:50,36,km,2.6,Ml
4 km al NO de Cauquenes,-35.932 ,-72.332,2022-12-21,01:37:01,2022-12-21,04:37:01,39,km,2.5,Ml
30 km al NO de Mina Collahuasi,-20.633 ,-68.855,2022-12-21,01:34:42,2022-12-21,04:34:42,108,km,3.1,Ml
35 km al O de La Ligua,-32.342 ,-71.583,2022-12-21,01:32:26,2022-12-21,04:32:26,59,km,3.0,Ml
