evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
11 km al E de Putre,-18.228 ,-69.459,2022-12-23,19:46:29,2022-12-23,22:46:29,111,km,2.5,Ml
53 km al SO de OllagÃ¼e,-21.634 ,-68.518,2022-12-23,19:14:07,2022-12-23,22:14:07,128,km,4.0,Ml
61 km al S de Socaire,-24.135 ,-67.832,2022-12-23,18:16:13,2022-12-23,21:16:13,232,km,3.0,Ml
296 km al SO de Melinka,-45.542 ,-76.694,2022-12-23,17:03:50,2022-12-23,20:03:50,10,km,5.4,Mww
82 km al E de Socaire,-23.438 ,-67.105,2022-12-23,16:03:05,2022-12-23,19:03:05,229,km,3.1,Ml
90 km al NE de Taltal,-24.958 ,-69.740,2022-12-23,15:42:27,2022-12-23,18:42:27,70,km,3.1,Ml
31 km al NE de Calama,-22.289 ,-68.700,2022-12-23,15:39:55,2022-12-23,18:39:55,114,km,2.5,Ml
84 km al SE de Socaire,-23.972 ,-67.176,2022-12-23,15:07:52,2022-12-23,18:07:52,188,km,3.5,Ml
48 km al SE de CamiÃ±a,-19.710 ,-69.254,2022-12-23,11:40:00,2022-12-23,14:40:00,100,km,3.9,Ml
54 km al SO de Huasco,-28.868 ,-71.525,2022-12-23,10:44:09,2022-12-23,13:44:09,43,km,2.7,Ml
41 km al SO de Linares,-36.170 ,-71.820,2022-12-23,04:05:16,2022-12-23,07:05:16,74,km,2.8,Ml
120 km al SE de Socaire,-24.405 ,-67.114,2022-12-23,01:12:34,2022-12-23,04:12:34,201,km,4.2,Ml
30 km al O de Huasco,-28.448 ,-71.526,2022-12-23,00:41:15,2022-12-23,03:41:15,39,km,3.4,Ml
36 km al NE de Calama,-22.189 ,-68.764,2022-12-23,00:36:36,2022-12-23,03:36:36,126,km,2.7,Ml
36 km al SO de Cuya,-19.313 ,-70.485,2022-12-22,23:45:06,2022-12-23,02:45:06,26,km,2.7,Ml
67 km al SO de Tongoy,-30.650 ,-72.026,2022-12-22,23:43:23,2022-12-23,02:43:23,19,km,2.7,Ml
78 km al SO de OllagÃ¼e,-21.868 ,-68.542,2022-12-22,23:41:48,2022-12-23,02:41:48,121,km,2.6,Ml
69 km al SO de Tongoy,-30.643 ,-72.053,2022-12-22,23:23:42,2022-12-23,02:23:42,17,km,2.9,Ml
26 km al E de Pica,-20.501 ,-69.082,2022-12-22,22:32:04,2022-12-23,01:32:04,110,km,2.5,Ml
150 km al O de Melinka,-43.544 ,-75.548,2022-12-22,21:48:09,2022-12-23,00:48:09,6,km,2.9,Ml
