evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
15 km al SO de Tongoy,-30.385 ,-71.549,2022-12-11,20:58:10,2022-12-11,23:58:10,45,km,3.9,Ml
29 km al SE de Los Vilos,-32.122 ,-71.334,2022-12-11,18:46:03,2022-12-11,21:46:03,48,km,3.4,Ml
48 km al S de Mina Collahuasi,-21.243 ,-68.764,2022-12-11,10:57:52,2022-12-11,13:57:52,120,km,3.0,Ml
38 km al SE de Pica,-20.793 ,-69.158,2022-12-11,10:44:37,2022-12-11,13:44:37,113,km,3.1,Ml
19 km al NO de Andacollo,-30.075 ,-71.179,2022-12-11,07:06:43,2022-12-11,10:06:43,47,km,3.7,Ml
69 km al NE de Calama,-21.910 ,-68.633,2022-12-11,04:39:02,2022-12-11,07:39:02,120,km,2.6,Ml
25 km al SO de La Ligua,-32.602 ,-71.432,2022-12-11,04:31:19,2022-12-11,07:31:19,46,km,2.6,Ml
26 km al S de CuricÃ³,-35.210 ,-71.169,2022-12-11,01:43:20,2022-12-11,04:43:20,95,km,2.9,Ml
22 km al NE de Ovalle,-30.468 ,-71.042,2022-12-11,01:40:14,2022-12-11,04:40:14,24,km,2.7,Ml
15 km al O de Tocopilla,-22.075 ,-70.342,2022-12-11,01:09:20,2022-12-11,04:09:20,12,km,2.6,Ml
75 km al NE de Los Andes.,-32.358 ,-70.032,2022-12-10,23:52:53,2022-12-11,02:52:53,109,km,2.6,Ml
54 km al NO de Mina La Escondida.,-23.913 ,-69.415,2022-12-10,23:07:49,2022-12-11,02:07:49,81,km,2.8,Ml
38 km al NO de Socaire,-23.438 ,-68.227,2022-12-10,22:32:09,2022-12-11,01:32:09,126,km,4.2,Ml
42 km al NE de Alto del Carmen,-28.454 ,-70.238,2022-12-10,22:11:51,2022-12-11,01:11:51,108,km,2.9,Ml
74 km al SO de Mina La Escondida.,-24.752 ,-69.559,2022-12-10,21:45:13,2022-12-11,00:45:13,78,km,3.2,Ml
