evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
18 km al E de Mina Los Pelambres,-31.792 ,-70.402,2023-03-04,20:07:15,2023-03-04,23:07:15,130,km,3.1,Ml
39 km al NO de Quillagua,-21.341 ,-69.704,2023-03-04,19:51:08,2023-03-04,22:51:08,47,km,3.0,Ml
33 km al O de Cobquecura,-36.065 ,-73.152,2023-03-04,15:56:56,2023-03-04,18:56:56,15,km,2.6,Ml
42 km al O de Mina Collahuasi,-20.937 ,-69.040,2023-03-04,15:39:59,2023-03-04,18:39:59,111,km,3.1,Ml
36 km al NO de Mina Collahuasi,-20.663 ,-68.954,2023-03-04,15:17:26,2023-03-04,18:17:26,112,km,3.6,Ml
48 km al SO de Los Vilos,-32.299 ,-71.746,2023-03-04,14:47:50,2023-03-04,17:47:50,20,km,2.6,Ml
48 km al SO de Los Vilos,-32.302 ,-71.739,2023-03-04,14:37:56,2023-03-04,17:37:56,24,km,2.6,Ml
48 km al SO de Los Vilos,-32.304 ,-71.721,2023-03-04,14:33:04,2023-03-04,17:33:04,34,km,2.5,Ml
53 km al SO de OllagÃ¼e,-21.582 ,-68.593,2023-03-04,13:44:53,2023-03-04,16:44:53,135,km,2.7,Ml
59 km al SE de Sierra Gorda.,-23.257 ,-68.895,2023-03-04,11:00:07,2023-03-04,14:00:07,145,km,2.6,Ml
85 km al S de El Salvador,-27.000 ,-69.471,2023-03-04,10:21:30,2023-03-04,13:21:30,96,km,3.2,Ml
114 km al E de Socaire,-23.609 ,-66.768,2023-03-04,08:58:48,2023-03-04,11:58:48,182,km,3.2,Ml
41 km al NE de Calama,-22.141 ,-68.754,2023-03-04,07:56:25,2023-03-04,10:56:25,134,km,2.8,Ml
31 km al SO de El Tabo,-33.599 ,-71.955,2023-03-04,05:52:27,2023-03-04,08:52:27,29,km,2.8,Ml
71 km al SE de Socaire,-24.165 ,-67.589,2023-03-04,04:38:50,2023-03-04,07:38:50,221,km,3.7,Ml
47 km al NE de Vallenar,-28.327 ,-70.370,2023-03-04,03:12:44,2023-03-04,06:12:44,83,km,3.1,Ml
66 km al E de San Pedro de Atacama,-22.996 ,-67.557,2023-03-04,03:11:17,2023-03-04,06:11:17,274,km,3.3,Ml
32 km al NE de Calama,-22.343 ,-68.650,2023-03-04,03:08:49,2023-03-04,06:08:49,111,km,2.8,Ml
5 km al S de Colchane.,-19.324 ,-68.651,2023-03-04,02:29:52,2023-03-04,05:29:52,149,km,3.4,Ml
31 km al O de San Antonio,-33.615 ,-71.946,2023-03-04,02:01:23,2023-03-04,05:01:23,34,km,2.6,Ml
72 km al E de Mina La Escondida.,-24.283 ,-68.350,2023-03-04,01:27:03,2023-03-04,04:27:03,261,km,2.6,Ml
33 km al SO de El Tabo,-33.618 ,-71.970,2023-03-04,00:58:13,2023-03-04,03:58:13,29,km,2.8,Ml
33 km al SO de El Tabo,-33.612 ,-71.967,2023-03-04,00:55:05,2023-03-04,03:55:05,29,km,2.5,Ml
65 km al N de Mina La Escondida.,-23.686 ,-69.123,2023-03-03,23:59:19,2023-03-04,02:59:19,98,km,2.9,Ml
64 km al S de Socaire,-24.168 ,-67.858,2023-03-03,23:40:52,2023-03-04,02:40:52,217,km,2.6,Ml
42 km al E de Entre Lagos,-40.727 ,-72.106,2023-03-03,23:17:15,2023-03-04,02:17:15,145,km,2.6,Ml
137 km al E de Tierra Amarilla,-27.584 ,-68.877,2023-03-03,23:16:31,2023-03-04,02:16:31,145,km,2.9,Ml
49 km al NE de Socaire,-23.378 ,-67.473,2023-03-03,23:06:05,2023-03-04,02:06:05,254,km,2.5,Ml
11 km al E de Calama,-22.507 ,-68.826,2023-03-03,22:56:50,2023-03-04,01:56:50,115,km,2.6,Ml
56 km al O de Tongoy,-30.172 ,-72.073,2023-03-03,21:51:25,2023-03-04,00:51:25,32,km,3.1,Ml
