evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
43 km al O de Punitaqui,-30.924 ,-71.696,2022-09-28,20:28:44,2022-09-28,23:28:44,53,km,2.6,Ml
36 km al N de Mina Los Pelambres,-31.500 ,-70.610,2022-09-28,19:11:33,2022-09-28,22:11:33,108,km,3.8,Ml
27 km al E de CuricÃ³,-34.921 ,-70.949,2022-09-28,17:05:10,2022-09-28,20:05:10,106,km,2.9,Ml
51 km al S de OllagÃ¼e,-21.651 ,-68.429,2022-09-28,17:03:05,2022-09-28,20:03:05,120,km,2.8,Ml
22 km al S de Sierra Gorda.,-23.094 ,-69.265,2022-09-28,16:44:17,2022-09-28,19:44:17,104,km,2.7,Ml
42 km al SO de Mina Collahuasi,-21.112 ,-68.923,2022-09-28,15:48:41,2022-09-28,18:48:41,111,km,2.5,Ml
47 km al SO de Mina Collahuasi,-21.092 ,-69.013,2022-09-28,13:56:20,2022-09-28,16:56:20,110,km,2.5,Ml
36 km al O de OllagÃ¼e,-21.157 ,-68.596,2022-09-28,13:49:52,2022-09-28,16:49:52,134,km,3.0,Ml
254 km al O de Puerto AysÃ©n,-45.750 ,-75.930,2022-09-28,12:13:46,2022-09-28,15:13:46,10,km,4.5,Ms
36 km al O de Punitaqui,-30.692 ,-71.599,2022-09-28,11:01:45,2022-09-28,14:01:45,27,km,2.5,Ml
44 km al O de Punitaqui,-30.844 ,-71.723,2022-09-28,10:29:50,2022-09-28,13:29:50,29,km,3.0,Ml
26 km al SO de Canela Baja,-31.569 ,-71.640,2022-09-28,09:44:58,2022-09-28,12:44:58,15,km,3.5,Ml
50 km al O de OllagÃ¼e,-21.376 ,-68.707,2022-09-28,09:09:56,2022-09-28,12:09:56,109,km,3.2,Ml
36 km al S de Taltal,-25.717 ,-70.367,2022-09-28,08:47:53,2022-09-28,11:47:53,79,km,4.2,Ml
76 km al NE de Calama,-21.836 ,-68.657,2022-09-28,08:14:52,2022-09-28,11:14:52,125,km,2.7,Ml
17 km al NE de Mina La Escondida.,-24.154 ,-68.949,2022-09-28,07:57:44,2022-09-28,10:57:44,105,km,2.9,Ml
60 km al O de El Tabo,-33.408 ,-72.310,2022-09-28,06:10:16,2022-09-28,09:10:16,13,km,2.5,Ml
33 km al NE de Calama,-22.268 ,-68.689,2022-09-28,04:52:47,2022-09-28,07:52:47,110,km,2.7,Ml
28 km al E de Talca,-35.469 ,-71.362,2022-09-28,03:38:37,2022-09-28,06:38:37,94,km,2.6,Ml
58 km al O de El Tabo,-33.272 ,-72.259,2022-09-28,02:16:48,2022-09-28,05:16:48,32,km,2.6,Ml
58 km al S de Tierra Amarilla,-27.983 ,-70.420,2022-09-28,00:48:19,2022-09-28,03:48:19,73,km,3.0,Ml
32 km al E de Cuya,-19.199 ,-69.874,2022-09-28,00:23:24,2022-09-28,03:23:24,45,km,4.0,Ml
67 km al O de El Tabo,-33.263 ,-72.350,2022-09-27,22:57:56,2022-09-28,01:57:56,34,km,2.7,Ml
63 km al S de Socaire,-24.122 ,-67.678,2022-09-27,22:13:04,2022-09-28,01:13:04,222,km,3.6,Ml
