evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
94 km al O de Navidad,-33.627 ,-72.770,2022-09-26,18:46:04,2022-09-26,21:46:04,28,km,4.0,Ml
25 km al O de OllagÃ¼e,-21.132 ,-68.478,2022-09-26,18:33:12,2022-09-26,21:33:12,145,km,3.1,Ml
86 km al SE de Socaire,-23.929 ,-67.133,2022-09-26,15:44:08,2022-09-26,18:44:08,161,km,3.1,Ml
69 km al N de Calama,-21.873 ,-68.755,2022-09-26,15:38:03,2022-09-26,18:38:03,109,km,2.8,Ml
105 km al SE de Alto del Carmen,-29.296 ,-69.598,2022-09-26,13:19:59,2022-09-26,16:19:59,138,km,3.7,Ml
49 km al N de Pica,-20.050 ,-69.278,2022-09-26,12:51:18,2022-09-26,15:51:18,91,km,2.6,Ml
37 km al E de Pica,-20.529 ,-68.978,2022-09-26,09:40:52,2022-09-26,12:40:52,116,km,3.0,Ml
78 km al SE de Socaire,-24.228 ,-67.576,2022-09-26,09:24:30,2022-09-26,12:24:30,222,km,2.9,Ml
78 km al S de Socaire,-24.284 ,-67.979,2022-09-26,08:40:27,2022-09-26,11:40:27,228,km,2.7,Ml
26 km al S de Pica,-20.718 ,-69.255,2022-09-26,07:26:52,2022-09-26,10:26:52,108,km,2.9,Ml
64 km al NE de Pica,-20.167 ,-68.820,2022-09-26,07:15:27,2022-09-26,10:15:27,109,km,2.9,Ml
45 km al S de CamiÃ±a,-19.694 ,-69.287,2022-09-26,06:38:10,2022-09-26,09:38:10,97,km,2.8,Ml
74 km al S de Socaire,-24.214 ,-67.643,2022-09-26,06:03:58,2022-09-26,09:03:58,224,km,3.1,Ml
17 km al S de Huasco,-28.616 ,-71.191,2022-09-26,05:50:32,2022-09-26,08:50:32,66,km,3.4,Ml
13 km al N de El Salvador,-26.126 ,-69.585,2022-09-26,05:04:20,2022-09-26,08:04:20,99,km,2.9,Ml
20 km al N de Calama,-22.291 ,-68.931,2022-09-26,02:25:43,2022-09-26,05:25:43,115,km,3.8,Ml
53 km al SE de Mina La Escondida.,-24.667 ,-68.761,2022-09-26,02:11:54,2022-09-26,05:11:54,137,km,2.5,Ml
21 km al NE de Pica,-20.314 ,-69.253,2022-09-25,21:23:20,2022-09-26,00:23:20,91,km,3.1,Ml
