evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
44 km al SO de Visviri,-17.849 ,-69.800,2022-09-29,19:16:53,2022-09-29,22:16:53,141,km,3.2,Ml
35 km al S de Mina Collahuasi,-21.144 ,-68.663,2022-09-29,16:08:18,2022-09-29,19:08:18,117,km,2.7,Ml
44 km al SO de Mina Collahuasi,-21.125 ,-68.929,2022-09-29,15:51:10,2022-09-29,18:51:10,104,km,2.6,Ml
9 km al NO de Punitaqui,-30.782 ,-71.334,2022-09-29,15:33:50,2022-09-29,18:33:50,62,km,2.8,Ml
17 km al NO de Alto del Carmen,-28.632 ,-70.579,2022-09-29,15:07:26,2022-09-29,18:07:26,65,km,2.7,Ml
45 km al SE de Sierra Gorda.,-23.191 ,-69.017,2022-09-29,14:28:33,2022-09-29,17:28:33,98,km,3.2,Ml
67 km al O de Navidad,-33.729 ,-72.505,2022-09-29,12:27:56,2022-09-29,15:27:56,39,km,2.7,Ml
64 km al E de Alto del Carmen,-28.865 ,-69.836,2022-09-29,12:09:51,2022-09-29,15:09:51,126,km,3.9,Ml
52 km al S de Caldera,-27.519 ,-70.958,2022-09-29,10:29:48,2022-09-29,13:29:48,30,km,3.0,Ml
54 km al NO de La Higuera,-29.265 ,-71.684,2022-09-29,10:12:39,2022-09-29,13:12:39,47,km,3.8,Ml
62 km al SO de OllagÃ¼e,-21.693 ,-68.572,2022-09-29,10:10:58,2022-09-29,13:10:58,135,km,2.9,Ml
111 km al NE de San Pedro de Atacama,-22.100 ,-67.579,2022-09-29,09:10:14,2022-09-29,12:10:14,221,km,3.5,Ml
26 km al O de Canela Baja,-31.341 ,-71.719,2022-09-29,05:38:05,2022-09-29,08:38:05,30,km,2.9,Ml
25 km al E de Calama,-22.442 ,-68.687,2022-09-29,02:17:29,2022-09-29,05:17:29,109,km,3.1,Ml
53 km al O de El Tabo,-33.433 ,-72.244,2022-09-29,00:41:11,2022-09-29,03:41:11,49,km,2.5,Ml
78 km al N de Mina La Escondida.,-23.569 ,-69.078,2022-09-28,23:42:20,2022-09-29,02:42:20,114,km,2.5,Ml
