evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
52 km al NE de Pica,-20.103 ,-69.047,2022-09-21,16:42:08,2022-09-21,19:42:08,107,km,4.0,Ml
65 km al NO de Cobquecura,-35.634 ,-73.172,2022-09-21,11:50:33,2022-09-21,14:50:33,25,km,3.2,Ml
12 km al O de Victoria,-38.198 ,-72.459,2022-09-21,11:22:42,2022-09-21,14:22:42,33,km,2.9,Ml
35 km al E de Pica,-20.511 ,-68.994,2022-09-21,11:21:56,2022-09-21,14:21:56,120,km,2.7,Ml
10 km al SO de Salamanca,-31.834 ,-71.052,2022-09-21,09:06:11,2022-09-21,12:06:11,96,km,3.0,Ml
46 km al NO de Quillagua,-21.355 ,-69.834,2022-09-21,06:25:40,2022-09-21,09:25:40,47,km,3.0,Ml
24 km al SO de Huasco,-28.653 ,-71.352,2022-09-21,05:31:09,2022-09-21,08:31:09,49,km,2.5,Ml
43 km al E de Calama,-22.589 ,-68.531,2022-09-21,04:42:09,2022-09-21,07:42:09,115,km,3.4,Ml
39 km al N de Tocopilla,-21.752 ,-70.297,2022-09-21,01:03:50,2022-09-21,04:03:50,19,km,2.6,Ml
72 km al N de Mina La Escondida.,-23.620 ,-69.009,2022-09-20,23:34:12,2022-09-21,02:34:12,104,km,4.3,Ml
69 km al NO de Cobquecura,-35.604 ,-73.204,2022-09-20,22:57:37,2022-09-21,01:57:37,21,km,3.1,Ml
49 km al O de La Ligua,-32.546 ,-71.746,2022-09-20,22:47:34,2022-09-21,01:47:34,31,km,2.5,Ml
